course,subject,yearRange,semesterGroup,semester,fileUrl,fileName,note
B. Sc. Life Science (Zoology),Cell Growth and Regulation,2025,Semester 4,4,https://drive.google.com/file/d/1SJg6ZyNkWItwfl8V6P1lKVZktIN22gMW/view,2025_sem-4_zoo-dse-6_upc-2233012006_qp-8061.pdf,Hons (Life Science stream) | exact
History Honours,History of India – IV: c.1200 – 1500,2024,Semester 4,4,https://drive.google.com/file/d/1s-j4sfkDYkWC3uxlCmJmZuRP8xn8zkCy/view,2024_sem-4_dsc-1_upc-2312102401_qp-5115.pdf,Hons | exact
History Honours,History of India – IV: c.1200 – 1500,2025,Semester 4,4,https://drive.google.com/file/d/1JGV3w8pKTtxnHeYleVP_AEe7KisX9sKZ/view,2025_sem-4_dsc-1_upc-2312102401_qp-6014.pdf,Hons | exact
History Honours,History of the USA: Independence to Civil War,2026,Semester 1,1,https://drive.google.com/file/d/1VL35iBYF5qkTimUETCRZVm1kp5sHYi0t/view,2026_sem-1_dsc-3_upc-2312101103_qp-5394.pdf,Hons | exact
History Honours,minor- -minor -10699,2026,Semester 7,7,https://drive.google.com/file/d/1FEGYiFh6WQi5t_hjZJ1KHMmKVjb-uQ2y/view,2026_sem-7_dse-2-minor-dse-4-minor_upc-2313100014_qp-10699.pdf,Hons | exact
History Honours,minor- -minor - set-01,2025,Semester 6,6,https://drive.google.com/file/d/1A4hNyeaHynpciAnuwA6DcGqTLyIFL9Xj/view,2025_sem-6_dse-2-minor-dse-4-minor_upc-2313100014_qp-6269_set-01.pdf,Hons | exact
History Honours,minor- -minor - set-02,2025,Semester 6,6,https://drive.google.com/file/d/1Smz98Uj4zE5I7ZTKrzklhNgBCmTdrIqV/view,2025_sem-6_dse-2-minor-dse-4-minor_upc-2313100014_qp-7584_set-02.pdf,Hons | exact
History Honours,History of Modern Europe – II,2025,Semester 6,6,https://drive.google.com/file/d/1u8h3MBi23mEcvUmacpr4v2nye-3849pz/view,2025_sem-6_dsc-3_upc-2312103603_qp-6158.pdf,Hons | exact
History Honours,History of Modern Europe – II,2024,Semester 6,6,https://drive.google.com/file/d/1TQL0mZcP7oppq_sWUgpokSeZKxYTrZk5/view,2024_sem-6_dsc-3_upc-12311604_qp-1412.pdf,Hons | exact
History Honours,Rise of the Modern West-I,2026,Semester 3,3,https://drive.google.com/file/d/1ObRXza3Yqgbof7_I_kdsvYe7_6nn0PoS/view,2026_sem-3_dsc-2_upc-2312102302_qp-5159.pdf,Hons | exact
History Honours,History of India – III: 750 – 1200,2026,Semester 3,3,https://drive.google.com/file/d/1IAcujpqypPe8V06pP9AQ1e8OQOCQEzPq/view,2026_sem-3_dsc-1_upc-2312102301_qp-5045_set-02.pdf,Hons | exact
History Honours,History of India – III: 750 – 1200,2026,Semester 3,3,https://drive.google.com/file/d/1yqqOY5o9sUkKZkjb_sh03IMRRjE_jvF7/view,2026_sem-3_dsc-1_upc-2312102301_qp-5045_set-01.pdf,Hons | exact
History Honours,History of the USA: Reconstruction to New Age Politics,2023,Semester 6,6,https://drive.google.com/file/d/1-fKHEiudzBlbN-w5CTq5VhhrUbcepL7h/view,2023_sem-6_dsc-3_upc-12317608_set-01.pdf,Hons | exact
History Honours,History of the USA: Reconstruction to New Age Politics,2023,Semester 2,2,https://drive.google.com/file/d/1cMOuHk-aMyk2kCEN6UV5_Wgq4kOyFFYj/view,2023_sem-2_dsc-3_upc-2312101203_set-02.pdf,Hons | exact
History Honours,History of the USA: Reconstruction to New Age Politics,2024,Semester 6,6,https://drive.google.com/file/d/1VUjZDxOLja7-KrWWn-YVzThECLBh-Alq/view,2024_sem-6_dsc-3_upc-12317608_qp-1523_set-01.pdf,Hons | exact
History Honours,History of the USA: Reconstruction to New Age Politics,2024,Semester 2,2,https://drive.google.com/file/d/1fp5UhZPp_xKf6AID2oAwpdVJl9nuN_jo/view,2024_sem-2_dsc-3_upc-2312101203_qp-5245_set-02.pdf,Hons | exact
History Honours,History of the USA: Reconstruction to New Age Politics,2025,Semester 2,2,https://drive.google.com/file/d/1IM7P-aD_LRK3H7H05A4M2EtmOnh_BEqE/view,2025_sem-2_dsc-3_upc-2312101203_qp-6529.pdf,Hons | exact
History Honours,History of India – VI: c. 1750 – 1857,2026,Semester 5,5,https://drive.google.com/file/d/1dZanRgTJvIlcrCelnAh8EAHdIQZnyoqb/view,2026_sem-5_dsc-2_upc-2312103502_qp-5132.pdf,Hons | exact
History Honours,History of India – VI: c. 1750 – 1857,2023,Semester 4,4,https://drive.google.com/file/d/1xJPfa4S0yV9gXnV1QfZDj88xhmIOIPBc/view,2023_sem-4_dsc-2_upc-12311407.pdf,Hons | exact
History Honours,History of India – VI: c. 1750 – 1857,2024,Semester 4,4,https://drive.google.com/file/d/1EwHQmHixo7YooDKdxdkzBQTNnEDlvvRX/view,2024_sem-4_dsc-2_upc-12311407_qp-1764.pdf,Hons | exact
History Honours,History of India – VII: 1600 – 1750s,2025,Semester 6,6,https://drive.google.com/file/d/1wp4oW-JTpICu7iR1Eu7MjDN-A36jwxOC/view,2025_sem-6_dsc-1_upc-2312103601_qp-6045.pdf,Hons | exact
History Honours,Practice of Histroy -I,2026,Semester 8,8,https://drive.google.com/file/d/1xr38U3X7GWJKOwKJR3JP59Ykx_YzSUMd/view,2026_sem-8_dse-2_upc-2313100018_qp-10701.pdf,Hons | exact
History Honours,History of Modern Europe – I,2026,Semester 5,5,https://drive.google.com/file/d/1hq82wmc392_OPJ4TMqfsRjATJo3Yk2U7/view,2026_sem-5_dsc-3_upc-2312103503_qp-5214.pdf,Hons | exact
History Honours,History,2026,Semester 7,7,https://drive.google.com/file/d/1JOjN1_363NliWI6gax15SGxP8RMvkNLK/view,2026_sem-7_none_upc-2312104701_qp-5105.pdf,Hons | exact
History Honours,History,1950,Semester 6,6,https://drive.google.com/file/d/1J1gH1sxWDye9bCT8fvFz62lMMgfI3Chl/view,2024_sem-6_dsc-2_upc-12311603_qp-1364.pdf,Hons | exact
History Honours,History of India – VIII: c. 1857 – 1950,1950,Semester 6,6,https://drive.google.com/file/d/1ZCl7fVoD8bmBGmqUhSI9vu_pFMIyeA_-/view,2025_sem-6_dsc-2_upc-2312103602_qp-6103.pdf,Hons | exact
History Honours,Sources and the Practice of Histroy -I,2026,Semester 7,7,https://drive.google.com/file/d/1vDGqK9tkK0ifMdCsCcVNjRq0VeFlSplY/view,2026_sem-7_dse-1_upc-2313100017_qp-10700.pdf,Hons | exact
History Honours,History of Modern China ( 1840 – 1950s),2026,Semester 3,3,https://drive.google.com/file/d/1C7QamCr_PlJDounyDebMB_m8Dkdxh_hR/view,2026_sem-3_dsc-3_upc-2312102303_qp-5367.pdf,Hons | exact
History Honours,Rise of the Modern West – II,2023,Semester 4,4,https://drive.google.com/file/d/1NYRXRsYY4UmYISPtkr-KkrAmsCfNozAv/view,2023_sem-4_dsc-2_upc-12311405.pdf,Hons | exact
History Honours,Rise of the Modern West – II,2025,Semester 4,4,https://drive.google.com/file/d/15vvrqR_MuuSb4GtTq9Lfn2ZpShMr4UrB/view,2025_sem-4_dsc-2_upc-2312102402_qp-6075.pdf,Hons | exact
History Honours,Rise of the Modern West – II,2024,Semester 4,4,https://drive.google.com/file/d/1kHULV6kcHt4z0IrYwNyGizWRUfSRJGpc/view,2024_sem-4_dsc-2_upc-2312102402_qp-5172.pdf,Hons | exact
History Honours,History of Modern Japan (c. 1868 – 1950s),2024,Semester 4,4,https://drive.google.com/file/d/1IpMUs2oX75mWlII_3Ypnc1V9KsKsMOwM/view,2024_sem-4_dsc-3_upc-2312102403_qp-5220_set-01.pdf,Hons | exact
History Honours,History of Modern Japan (c. 1868 – 1950s),2024,Semester 6,6,https://drive.google.com/file/d/1yTB7nMrckgX72tZhPSftaf87IFDDndce/view,2024_sem-6_dsc-3_upc-12317617_qp-1677_set-02.pdf,Hons | exact
History Honours,History of Modern Japan (c. 1868 – 1950s),2025,Semester 4,4,https://drive.google.com/file/d/1umhFe43bIq64P526Ob7DBr0Cu7FvtE-o/view,2025_sem-4_dsc-3_upc-2312102403_qp-6131.pdf,Hons | exact
History Honours,Indian Epigraphy I,2026,Semester 3,3,https://drive.google.com/file/d/1ivA6Ow1PCLzDTMK2IBXyX4s-csYIYwUl/view,2026_sem-3_dscc-dsc_upc-2132102303_qp-5377.pdf,Hons | exact
History Honours,Archaeology: Theory and Practice,2026,Semester 8,8,https://drive.google.com/file/d/1h7ALLUca7YZAzggRwM4cXUQCZO2KPnO0/view,2026_sem-8_dse-3_upc-2313100019_qp-10702.pdf,Hons | exact
History Honours,History of Africa c.1500 – 1960s,2026,Semester 5,5,https://drive.google.com/file/d/1ONzJGR-e8DD-0UVwsvMaIWzFkl5Dql2h/view,2026_sem-5_dse-3_upc-2313100011_qp-5299.pdf,Hons | exact
History Honours,Social Formations and Cultural Patterns of the Medieval World – II,2023,Semester 2,2,https://drive.google.com/file/d/1EDZcgzJgdPbtu0KgdvAZTm6fcjSbphGf/view,2023_sem-2_dsc-2_upc-2312101202.pdf,Hons | exact
History Honours,Social Formations and Cultural Patterns of the Medieval World – II,2025,Semester 2,2,https://drive.google.com/file/d/1gucYKcHYpNwAQkyyhVeATqgRJ_uQ9bYZ/view,2025_sem-2_dsc-2_upc-2312101202_qp-6499.pdf,Hons | exact
History Honours,Social Formations and Cultural Patterns of the Medieval World – II,2024,Semester 2,2,https://drive.google.com/file/d/1nve5LwoYkXHPH7ypv70ylGn1YOIQz_sk/view,2024_sem-2_dsc-2_upc-2312101202_qp-5195.pdf,Hons | exact
History Honours,History,2023,Semester 2,2,https://drive.google.com/file/d/1peA1ATFpZ6GgS3rcjwpaJgfvTZgOA3cI/view,2023_sem-2_dsc-1_upc-12311203.pdf,Hons | exact
History Honours,History,2024,Semester 2,2,https://drive.google.com/file/d/1lI23jDASUWI7B_oKO25JzUDM8Hedukyr/view,2024_sem-2_dsc-1_upc-12311203_qp-1433_set-01.pdf,Hons | exact
History Honours,History of India – II c. 4th Century BCE to 750 CE,2024,Semester 2,2,https://drive.google.com/file/d/1v-W1vAhGPztuMCsHKZyDt1PLA3HYedBD/view,2024_sem-2_dsc-1_upc-2312101201_qp-5145_set-02.pdf,Hons | exact
History Honours,History of India – II c. 4th Century BCE to 750 CE,2025,Semester 2,2,https://drive.google.com/file/d/1-4l50Rr5uiSg8IlhF5T-6F7SFEYtg9pL/view,2025_sem-2_dsc-1_upc-2312101201_qp-6466.pdf,Hons | exact
History Honours,History of South East Asia – I,2026,Semester 3,3,https://drive.google.com/file/d/18sDtyf6DAuAOo_9XMUoooXkseD9kczlh/view,2026_sem-3_dse-2_upc-2313102002_qp-5469.pdf,Hons | exact
History Honours,History of the USSR: From Revolution to Disintegration (c. 1917 – 1991),1917,Semester 5,5,https://drive.google.com/file/d/1K-rn86968huNBMF5LAYaEcp_AuuH5Itc/view,2026_sem-5_dse-1_upc-2313100009_qp-15620.pdf,Hons | exact
History Honours,History,1917,Semester 6,6,https://drive.google.com/file/d/1v_AJgB_xcE6AGhQkT_rGoAC-rKvpfM25/view,2023_sem-6_dse-1_upc-12317609.pdf,Hons | exact
History Honours,History,1917,Semester 6,6,https://drive.google.com/file/d/1N8zOwFat1zRw2qA873R77jFoqM6IXTWP/view,2024_sem-6_dse-1_upc-12317609_qp-1524.pdf,Hons | exact
History Honours,History,2024,Semester 4,4,https://drive.google.com/file/d/1ro_6w-FHLxXWzbQbwo6S7vQESYJuy-IY/view,2024_sem-4_dsc-1_upc-12311406_qp-1457.pdf,Hons | exact
History Honours,History,2023,Semester 4,4,https://drive.google.com/file/d/16aKOjsHX7T02-UJlAUkYGr4Y0yjLVZNP/view,2023_sem-4_dsc-1_upc-12311406.pdf,Hons | exact
History Honours,History of India – V: c. 1500 – 1600,2026,Semester 5,5,https://drive.google.com/file/d/1gf3PG24GyIRlnBzlwxx_-P_AFApXtF2S/view,2026_sem-5_dsc-1_upc-2312103501_qp-5015.pdf,Hons | exact
History Honours,History of India (From the beginning to fourth century BCE),2026,Semester 1,1,https://drive.google.com/file/d/14z-hrG-G8cmGD3yTyG1Jbd-tMQ9umm6a/view,2026_sem-1_dsc-1_upc-2312101101_qp-5077.pdf,Hons | exact
History Honours,Histories of Regional Literature,2026,Semester 7,7,https://drive.google.com/file/d/1s_yU0vLo1tuqHu1drY63T4pivRHoXs_-/view,2026_sem-7_dse-1_upc-2313200022_qp-10710.pdf,Multidisciplinary | approx
History Honours,Cultural Transactions between India and the World,2026,Semester 7,7,https://drive.google.com/file/d/1YBaLrN1iPc0Y42Tm5MxhSsjtCXvl4GZR/view,2026_sem-7_dse-3_upc-2313200020_qp-10708.pdf,Multidisciplinary | approx
History Honours,History of India 1700 – 1857,2026,Semester 5,5,https://drive.google.com/file/d/1MaLPZZ4-YCgZT2x9Cy0n1sju9cGSOIQj/view,2026_sem-5_dsc-1_upc-2312203501_qp-6435_set-02.pdf,Multidisciplinary | approx
History Honours,History of India 1700 – 1857,2026,Semester 5,5,https://drive.google.com/file/d/1wJnFeC0TgVT7if3lM-pq9XV_9qEt5tyU/view,2026_sem-5_dsc-1_upc-2312203501_qp-6269_set-01.pdf,Multidisciplinary | approx
History Honours,"Communicating Culture: Tellings, Representations and Leisure",2026,Semester 7,7,https://drive.google.com/file/d/194L5NXy7hJuyrLq_EPWEmts-o0plXesu/view,2026_sem-7_dse-6_upc-2313200018_qp-10706.pdf,Multidisciplinary | approx
History Honours,Perspectives on South Indian Past I: The Cholas,2026,Semester 7,7,https://drive.google.com/file/d/1yqxc6TVPFSWtqP1b4GJA9HttBhwHPEc4/view,2026_sem-7_dse-5_upc-2313200019_qp-8808.pdf,Multidisciplinary | approx
History Honours,Urbanisation and Urbanism in India,2026,Semester 5,5,https://drive.google.com/file/d/16vRgJjcnVwta9aoD80IJOegBb3hV1cXz/view,2026_sem-5_dse-2_upc-2313200006_qp-6641.pdf,Multidisciplinary | approx
History Honours,History of India 1858 – 1947,1947,Semester 6,6,https://drive.google.com/file/d/1CyI7sCd7IGqTuXMYhA6JDuZ-X3n2Rss2/view,2025_sem-6_dsc-1_upc-2312203601_qp-7361_set-01.pdf,Multidisciplinary | approx
History Honours,History of India 1858 – 1947,1947,Semester 6,6,https://drive.google.com/file/d/1aKa7RUAUg8eKVNY9lTYUqfl1yGeF8aaX/view,2025_sem-6_dsc-1_upc-2312203601-sol_qp-7397_set-02.pdf,Multidisciplinary | approx
B.A. (Hons.) Economics,"Intermediate Microeconomics II: Market, Government and Welfare",2024,Semester 4,4,https://drive.google.com/file/d/1Cr921Z_B1oFQQewenqc-ueutdSG_9f0m/view,2024_sem-4_dsc_upc-2272102401_qp-5107_set-02.pdf,Hons | exact
B.A. (Hons.) Economics,"Intermediate Microeconomics II: Market, Government and Welfare",2024,Semester 4,4,https://drive.google.com/file/d/1oLs6I4M21j9z__X5m3IFHMBoywgin6OX/view,2024_sem-4_core_upc-12271401_qp-1383_set-01.pdf,Hons | exact
B.A. (Hons.) Economics,"Intermediate Microeconomics II: Market, Government and Welfare",2025,Semester 4,4,https://drive.google.com/file/d/1IAehy7GwKsOK3VMxCq7S6NO-3z4HXlof/view,2025_sem-4_dsc_upc-2272102401_qp-6006.pdf,Hons | exact
B.A. (Hons.) Economics,Research Methodology for Economics,2025,Semester 6,6,https://drive.google.com/file/d/1_IrrDJecHUul0OF7rwluMGcjdoMdu8FK/view,2025_sem-6_dse-15_upc-2273100019_qp-6216.pdf,Hons | exact
B.A. (Hons.) Economics,Economics,2024,Semester 6,6,https://drive.google.com/file/d/1AO3lZ0WMWKZkKzKI8IRH9bVrBDV9RpK4/view,2024_sem-6_dse_upc-12277606_qp-1651.pdf,Hons | exact
B.A. (Hons.) Economics,Intermediate Statistics for Economics,2024,Semester 2,2,https://drive.google.com/file/d/1tX50iLA3mlvnBLFz-OIjMaW1nzhCCV4d/view,2024_sem-2_dsc_upc-2272101203_qp-5239.pdf,Hons | exact
B.A. (Hons.) Economics,Intermediate Statistics for Economics,2025,Semester 2,2,https://drive.google.com/file/d/1FOE3qvmxwHLM5SlMAwQNZ6WeAElpO75W/view,2025_sem-2_dsc_upc-2272101203_qp-6522.pdf,Hons | exact
B.A. (Hons.) Economics,Introductory Development Economics,2026,Semester 5,5,https://drive.google.com/file/d/1UNM3crNNllRm_65VwoY63UDzS79mGgKa/view,2026_sem-5_dsc_upc-2272103503_qp-5208.pdf,Hons | exact
B.A. (Hons.) Economics,Development Theory and Experience,2025,Semester 6,6,https://drive.google.com/file/d/1bWeLxenx70rYacMMIeETAOprB0iiI-Ms/view,2025_sem-6_dsc_upc-2272103602_qp-6096.pdf,Hons | exact
B.A. (Hons.) Economics,Introductory Econometrics,2024,Semester 4,4,https://drive.google.com/file/d/1-ueuTejq8KMQjsVkCc2fK7CNRzEBujsu/view,2024_sem-4_core_upc-12271403_qp-1758_set-02.pdf,Hons | exact
B.A. (Hons.) Economics,Introductory Econometrics,2024,Semester 4,4,https://drive.google.com/file/d/1Bp9oBvRZEckYTkWEc6uRAwokBG2RLp9p/view,2024_sem-4_dsc-dscc-12_upc-2272102403_qp-5213_set-01.pdf,Hons | exact
B.A. (Hons.) Economics,Introductory Econometrics,2025,Semester 4,4,https://drive.google.com/file/d/1nHmabtKz-qoNUZN3Ye0lDSJJtwITxZiW/view,2025_sem-4_dsc_upc-2272102403_qp-6124.pdf,Hons | exact
B.A. (Hons.) Economics,Intermediate Microeconomics I: Behavioural foundations of Market Interactions,2026,Semester 3,3,https://drive.google.com/file/d/1-xQlbdNOn_qU0_Zu3Mjzt_-ahg85JZKw/view,2026_sem-3_dsc_upc-2272102301_qp-5037.pdf,Hons | exact
B.A. (Hons.) Economics,Introductory Microeconomics,2026,Semester 1,1,https://drive.google.com/file/d/1U7DCygdLV5YI3HuRCCS-j-f0ru52cf07/view,2026_sem-1_dsc_upc-2272101101_qp-5069.pdf,Hons | exact
B.A. (Hons.) Economics,Economics,2026,Semester 7,7,https://drive.google.com/file/d/1gF_1Xw-9HLVVxgUDgjZyqJHd6Kyi3Xu7/view,2026_sem-7_dsc_upc-2272104701_qp-5098.pdf,Hons | exact
B.A. (Hons.) Economics,Economics,2024,Semester 6,6,https://drive.google.com/file/d/1MdKjxmn3s9l57hD3ysv57-1x0s0qZeD8/view,2024_sem-6_dse_upc-12277615_qp-1655.pdf,Hons | exact
B.A. (Hons.) Economics,Sectoral Issue in Indian Economy,2025,Semester 6,6,https://drive.google.com/file/d/1FOUDbowhwqPox6A73D69F55lugeKkal7/view,2025_sem-6_dse-29_upc-2273100030_qp-7553_set-02.pdf,Hons | exact
B.A. (Hons.) Economics,Sectoral Issue in Indian Economy,2025,Semester 6,6,https://drive.google.com/file/d/1h27xt_cqhNVb1pZhGPuXjvCvG-nnYkKS/view,2025_sem-6_dse-29_upc-2273100030_qp-6227_set-01.pdf,Hons | exact
B.A. (Hons.) Economics,Economics,2024,Semester 6,6,https://drive.google.com/file/d/10ZT8yqaOi82fiiKvdvZ1mdNI6WHQpOwC/view,2024_sem-6_dse_upc-12277608_qp-1652_set-02.pdf,Hons | exact
B.A. (Hons.) Economics,Economics,2024,Semester 6,6,https://drive.google.com/file/d/1LF7Piq-pieMtqxUvggNewJ9ELCVQ342s/view,2024_sem-6_dse_upc-12277608_qp-1500_set-01.pdf,Hons | exact
B.A. (Hons.) Economics,Financial Economics,2025,Semester 4,4,https://drive.google.com/file/d/1T-wH8myVO62FKSD0iivknlDIBx3q3x3m/view,2025_sem-4_dse-16_upc-2273102005_qp-6367.pdf,Hons | exact
B.A. (Hons.) Economics,Intermediate Macroeconomics II: Policy Issues,2024,Semester 4,4,https://drive.google.com/file/d/17Rd3vH7Ph4XVtr0ZOxE4Ha3mfyIjjWgI/view,2024_sem-4_dsc_upc-2272102402_qp-5167_set-02.pdf,Hons | exact
B.A. (Hons.) Economics,Intermediate Macroeconomics II: Policy Issues,2024,Semester 4,4,https://drive.google.com/file/d/1IQH7llNgEo0oa_HipZFKzrGprTGX5pBP/view,2024_sem-4_core_upc-12271402_qp-1452_set-01.pdf,Hons | exact
B.A. (Hons.) Economics,Intermediate Macroeconomics II: Policy Issues,2025,Semester 4,4,https://drive.google.com/file/d/1FsN1FQDHe-jZWCvoilteZcDDpxF906m2/view,2025_sem-4_dsc_upc-2272102402_qp-6068.pdf,Hons | exact
B.A. (Hons.) Economics,Economics,1950,Semester 6,6,https://drive.google.com/file/d/1662iIm6KzdNzaUxxyWOU4Qsa_JzZY_bU/view,2024_sem-6_dse_upc-12277602_qp-1498_set-01.pdf,Hons | exact
B.A. (Hons.) Economics,Economics,1950,Semester 6,6,https://drive.google.com/file/d/1qjQe3vtXXbILMiSG-8OyCPqzDjjGXVut/view,2024_sem-6_dse_upc-12277602_qp-1650_set-02.pdf,Hons | exact
B.A. (Hons.) Economics,Economic Growth and Business Cycles,2026,Semester 5,5,https://drive.google.com/file/d/1D_1NVA7nF8vd-7WKwdPxHmIA-U9UoaMe/view,2026_sem-5_dsc_upc-2272103502_qp-5125.pdf,Hons | exact
B.A. (Hons.) Economics,Economic History of India,2026,Semester Not specified in source,Not specified in source,https://drive.google.com/file/d/1vIm2rGyv9ocXzs0grLxgGiPyXh9SnWqH/view,2026_sem-iii-v-vii_dse-1_upc-2273102001_qp-10593.pdf,Hons | exact
B.A. (Hons.) Economics,Introductory Mathematical Methods for Economics,2026,Semester 1,1,https://drive.google.com/file/d/1u1FQPJ-yny_-IVUroxk5ow-QgBAnLOyX/view,2026_sem-1_dsc_upc-2272101102_qp-5181.pdf,Hons | exact
B.A. (Hons.) Economics,Advanced Mathematical Methods for Economics,2026,Semester 3,3,https://drive.google.com/file/d/15Ry9QckBpeeOouaBtSSjtycabi264jyL/view,2026_sem-3_dsc_upc-2272102303_qp-5361.pdf,Hons | exact
B.A. (Hons.) Economics,Indian Growth and Development,2025,Semester 6,6,https://drive.google.com/file/d/19BwsIbzeywki7sbmmtRI-RBfZLUEsULb/view,2025_sem-6_dsc_upc-2272103603_qp-6151.pdf,Hons | exact
B.A. (Hons.) Economics,Environmental Economics,2026,Semester Not specified in source,Not specified in source,https://drive.google.com/file/d/1NNVNeIIL3sY46_mMm0t95Ee8TirAGXWm/view,2026_sem-v-vii_dse-9_upc-2273100010_qp-8685_set-01.pdf,Hons | exact
B.A. (Hons.) Economics,Environmental Economics,2026,Semester Not specified in source,Not specified in source,https://drive.google.com/file/d/1U4wEajgW5CrtgdsnZ7of8TqvpzHBZhLw/view,2026_sem-v-vii_dse-9_upc-2273100010_qp-10584_set-02.pdf,Hons | exact
B.A. (Hons.) Economics,Introductory Macroeconomics,2024,Semester 2,2,https://drive.google.com/file/d/1aWhk5veBfr4GM6UsYEhzIztGM-_T9Nmb/view,2024_sem-2_dsc_upc-2272101201_qp-5137.pdf,Hons | exact
B.A. (Hons.) Economics,Introductory Macroeconomics,2025,Semester 2,2,https://drive.google.com/file/d/1defMRzPVsQUNgzQrKdHRI0y3O-GIhHXf/view,2025_sem-2_dsc_upc-2272101201_qp-6458.pdf,Hons | exact
B.A. (Hons.) Economics,International Trade,2025,Semester 6,6,https://drive.google.com/file/d/15yKEGLYjgzYNrgh0ZLArQ-EMN-8ZsKW4/view,2025_sem-6_dsc_upc-2272103601_qp-6037.pdf,Hons | exact
B.A. (Hons.) Economics,Basic Development Economics,2024,Semester 6,6,https://drive.google.com/file/d/1ga4wLYFAw7y_hx0FpG-i6RZdDMrENlwl/view,2024_sem-6_core_upc-12271602_qp-1409.pdf,Hons | exact
B.A. (Hons.) Economics,Indian Economy,2023,Semester 6,6,https://drive.google.com/file/d/1m-kRkHTcKoUPqzptT4b3MK3Di6RGl0r9/view,2023_sem-6_core-dsc_upc-12271601.pdf,Hons | exact
B.A. (Hons.) Economics,Indian Economy,2024,Semester 6,6,https://drive.google.com/file/d/17bNEGdN6f7F2TXxK2gWDxWdJzudgpJnR/view,2024_sem-6_core_upc-12271601_qp-1357.pdf,Hons | exact
B.A. (Hons.) Economics,Intermediate Mathematical Methods for Economics,2025,Semester 2,2,https://drive.google.com/file/d/112iUVp0PvNdU4IhMj6vTIyDoVSijZVbK/view,2025_sem-2_dsc_upc-2272101202_qp-6491.pdf,Hons | exact
B.A. (Hons.) Economics,Intermediate Mathematical Methods for Economics,2024,Semester 2,2,https://drive.google.com/file/d/1NtvmLIRi-9_Ec0XdaMP7PHyXVWjslQEY/view,2024_sem-2_dsc_upc-2272101202_qp-5190_set-02.pdf,Hons | exact
B.A. (Hons.) Economics,Economics,2024,Semester 2,2,https://drive.google.com/file/d/1jxalnP5ouuly1Ek-LwxdX5GZjWJfs37x/view,2024_sem-2_core_upc-12271202_qp-1608_set-01.pdf,Hons | exact
B.A. (Hons.) Economics,Introductory Statistics for Economics,2026,Semester 1,1,https://drive.google.com/file/d/1e5w7DOU202QKf7nf_OVcH7Vl-UuZ-7KU/view,2026_sem-1_dsc_upc-2272101103_qp-4727_set-01.pdf,Hons | exact
B.A. (Hons.) Economics,Introductory Statistics for Economics,2026,Semester 1,1,https://drive.google.com/file/d/1pUpe6W-JBoX8E1613trxX8akLltlKdwM/view,2026_sem-1_dsc_upc-2272101103_qp-5388_set-02.pdf,Hons | exact
B.A. (Hons.) Economics,Public Economics,2026,Semester Not specified in source,Not specified in source,https://drive.google.com/file/d/13CxGVy129fN1LRTk0Llq0YWAq44zj6hW/view,2026_sem-v-vii_dse-14_upc-2273100015_qp-5263.pdf,Hons | exact
B.A. (Hons.) Business Economics (BBE),Business Economics,2023,Semester 6,6,https://drive.google.com/file/d/1ewNbevZzFY5xdn8RtJlPNfIEjaA-gQJc/view,2023_sem-6_dse-4_upc-62417601.pdf,Prog | approx-no-programme-variant-in-syllabus
B.A. (Hons.) Business Economics (BBE),Business Economics,2024,Semester 6,6,https://drive.google.com/file/d/1SNqm15I6qzgj4jOCq01XYgz3BWQWQ5Wx/view,2024_sem-6_dse_upc-62417601_qp-2218_set-02.pdf,Prog | approx-no-programme-variant-in-syllabus
B.A. (Hons.) Business Economics (BBE),Business Economics,2024,Semester 6,6,https://drive.google.com/file/d/1a66T4AFm-v-ORWs5Cll7-aKY4Iw7dgLM/view,2024_sem-6_dse_upc-62417601_qp-2131_set-01.pdf,Prog | approx-no-programme-variant-in-syllabus
B.A. (Hons.) Business Economics (BBE),Business Economics,2026,Semester 3,3,https://drive.google.com/file/d/1UNPUtVzZUElWAAkaQUw1XiAxnNZRH5lJ/view,2026_sem-3_dsc_upc-2412252301_qp-6305_set-01.pdf,Prog | approx-no-programme-variant-in-syllabus
B.A. (Hons.) Business Economics (BBE),Business Economics,2026,Semester 3,3,https://drive.google.com/file/d/1ZrxE2BZrTR138BqBUyYtKm22jcNBqBBs/view,2026_sem-3_dsc_upc-2412252301_qp-6471_set-02.pdf,Prog | approx-no-programme-variant-in-syllabus
B.A. (Hons.) Business Economics (BBE),Business Economics,2026,Semester 7,7,https://drive.google.com/file/d/1CvpWQgSLZJH9-hCsFoShFyTv6vVUPsWg/view,2026_sem-7_dse_upc-2413250008_qp-10620_set-02.pdf,Prog | approx-no-programme-variant-in-syllabus
B.A. (Hons.) Business Economics (BBE),Business Economics,2026,Semester 7,7,https://drive.google.com/file/d/1mMoDIucXgqfY2GYhDDk51tuS95qbUMqY/view,2026_sem-7_dse_upc-2413250008_qp-8721_set-01.pdf,Prog | approx-no-programme-variant-in-syllabus
B.A. (Hons.) Business Economics (BBE),Business Economics,2026,Semester 5,5,https://drive.google.com/file/d/1yFOekn-dzUdoAzoauShg0d5L1PvBKYA2/view,2026_sem-5_dse_upc-2413250002_qp-6627.pdf,Prog | approx-no-programme-variant-in-syllabus
