course,subject,yearRange,semesterGroup,semester,fileUrl,fileName,note
BA(H) PUNJABI,GURMAT SAHIT,2025,Not Specified,,https://drive.google.com/file/d/1QRaLaA29gu8lvGbvlphhwwlTkV_DgEoE/view?usp=sharing,,Paper Code 2122103502 | Syllabus: https://drive.google.com/file/d/1cgYmaaG4ECGRwMDy0jH5E-9mSoDzs7B2/view?usp=drive_link
BA(H) PUNJABI,MADHKALI PUNJABI SAHIT DA ITIHAS,2025,Not Specified,,https://drive.google.com/file/d/1utLaCw357ZWlgjvTGOhIT8ALYCTkpXz0/view?usp=sharing,,Paper Code 2122103501 | Syllabus: https://drive.google.com/file/d/1Ya-mvEq3PfCGwsug5THHF8-pSrr6gDz4/view?usp=drive_link
BA(H) PUNJABI,PAKISTANI PUNJABI SAHIT,2025,Not Specified,,https://drive.google.com/file/d/1x09cpdP7b5KtiSTU1rGOva36AHG5zGQW/view?usp=sharing,,Paper Code 2122102403 | Syllabus: https://drive.google.com/file/d/16xNj7DMKq0hc0ow5rwxqu6b-CphALdeE/view?usp=drive_link
BA(H) PUNJABI,PARVASI PUNJABI SAHIT,2025,Not Specified,,https://drive.google.com/file/d/1nvtyvzorMvpUFBuR80CoercVJtea8fba/view?usp=sharing,,Paper Code 2122102402 | Syllabus: https://drive.google.com/file/d/1gyevMlWe5iSwB89VHzTBUydAs7AZMTEX/view?usp=drive_link
BA(H) PUNJABI,PUNJAB DI LOKDHARA,2025,Not Specified,,https://drive.google.com/file/d/1_ZoBHCnJdV3qTPAnTOKE_H1EUPy65djF/view?usp=drive_link,,Paper Code 2122101102 | Syllabus: https://drive.google.com/file/d/1smIT5BarFxhpZcWKijolhZw-YPLdsKs7/view?usp=drive_link
BA(H) PUNJABI,PUNJABI BHASHA ATE GURMUKHI LIPI,2025,Not Specified,,https://drive.google.com/file/d/1v2qHUVciLfTFeLfQ6LxrGihDS7AyZX0H/view?usp=drive_link,,Paper Code 2122101101 | Syllabus: https://drive.google.com/file/d/16VdIwHFGR8JIt6YUMBalBCQQbtyt4AdQ/view?usp=drive_link
BA(H) PUNJABI,PUNJABI NATAK,2025,Not Specified,,https://drive.google.com/file/d/1B0wYsv8Bzpk4uwsBlEXIp8-Nm838w3NC/view?usp=sharing,,Paper Code 2122102303 | Syllabus: https://drive.google.com/file/d/14HigOV11_UZI-TnYGbBH9QwlSOQRAdLX/view?usp=drive_link
BA(H) PUNJABI,PUNJABI NOVEL,2025,Not Specified,,https://drive.google.com/file/d/1koUpyQm_hlr_QCym311QGUaN0QGQav97/view?usp=sharing,,Paper Code 2122102302 | Syllabus: https://drive.google.com/file/d/1Zn0dsVJJMFG8wGhaq-4AUgxEDZjfZ5MA/view?usp=drive_link
BA(H) PUNJABI,PUNJABI SABHIYACHAR,2025,Not Specified,,https://drive.google.com/file/d/1ZnGz7y-BhMsMYtycGIdgglxOaemPBXmu/view?usp=drive_link,,Paper Code 2122101103 | Syllabus: https://drive.google.com/file/d/1EHcN6-bbVaZB__kmqY9Iy-ku2YRHZjmw/view?usp=drive_link
BA(H) PUNJABI,PUNJABI SUFI KAAV,2025,Not Specified,,https://drive.google.com/file/d/1RqHVSDbPolNc8vQH6QFb-WkKzChTKA3r/view?usp=sharing,,Paper Code 2122103503 | Syllabus: https://drive.google.com/file/d/1cj1XkedrKhk4GzUPv6n_beSfk7h6M-OH/view?usp=drive_link
BA(H) PUNJABI,SAHIT DE ROOP,2025,Not Specified,,https://drive.google.com/file/d/1W4QNqsTXO41pOTWeY_1fs_fxuG8sDE-v/view?usp=sharing,,Paper Code 2122102301 | Syllabus: https://drive.google.com/file/d/1RDY1R7BDxZNQP-Kpwn5H6YTCDA0bXbwl/view?usp=drive_link
BA(H) SANSKRIT,APPLIED SANSKRIT,2023,Not Specified,,https://drive.google.com/file/d/1UH5CzFRl3QsDARuF9WqJt_mKt7thVeal/view?usp=drive_link,,Paper Code 2132101101 | Syllabus: https://drive.google.com/file/d/1aLav92vEp4kBFhFbVXeg3Mplgx0YUyiV/view?usp=drive_link
BA(H) SANSKRIT,CLASSICAL SANSKRIT LITERATURE: DRAMA,2023,Not Specified,,https://drive.google.com/file/d/1mFn5ywHz6_gaM3WbClRiM8uwz-TAiC13/view?usp=drive_link,,Paper Code 2132102301 | Syllabus: https://drive.google.com/file/d/1FZg990Eqz_fh90acHH70mP3Gz8UPBk1B/view?usp=sharing
BA(H) SANSKRIT,CLASSICAL SANSKRIT POETRY,2023,Not Specified,,https://drive.google.com/file/d/1D6SOMxctcYYwlLtW_PvwRhz8l6g0Utb4/view?usp=drive_link,,Paper Code 2132101102 | Syllabus: https://drive.google.com/file/d/1GcmTFCzNIzrH4IrOvT8k-frsddRw5CCV/view?usp=drive_link
BA(H) SANSKRIT,CRITICAL SURVEY OF ŚĀSTRIC LITERATURE,2023,Not Specified,,https://drive.google.com/file/d/1A4lbE9XBliOV27f8Xcdr73cIu5tmpqF5/view?usp=drive_link,,Paper Code 2132101203 | Syllabus: https://drive.google.com/file/d/1S2zpUzbdigL2GP17rqKg4HTtndjVjacK/view?usp=drive_link
BA(H) SANSKRIT,INDIAN EPIGRAPHY I,2023,Not Specified,,https://drive.google.com/file/d/1ixEvcc0ufyPVzi1_yOVJvZlYeAvYHRji/view?usp=drive_link,,Paper Code 2132102303 | Syllabus: https://drive.google.com/file/d/1Zwc2cXl4RbKm5cZAJGpYd1-T_RC_Fn2m/view?usp=drive_link
BA(H) SANSKRIT,INDIAN SOCIAL INSTITUTIONS AND POLITY,2023,Not Specified,,https://drive.google.com/file/d/1lODMeHWuDWwcV7UloyKcJvar3yboG_iz/view?usp=drive_link,,Paper Code 2132101103 | Syllabus: https://drive.google.com/file/d/1kDxzEDx5iL3ae-qzAX6ByQplj4jC05Yo/view?usp=drive_link
BA(H) SANSKRIT,SANSKRIT LINGUISTICS,2023,Not Specified,,https://drive.google.com/file/d/1CiyMGCr2b6_dmUwjRGGF_zT526h0j88Q/view?usp=drive_link,,Paper Code 2132102302 | Syllabus: https://drive.google.com/file/d/1LTItd6BBPbIPW0XfCLm18MxzqJ6FCob3/view?usp=drive_link
BA(H) SANSKRIT,SANSKRIT PROSE,2023,Not Specified,,https://drive.google.com/file/d/1sssIDJY_ZJpsXGnlgwUB9bwMLZlZ3s0e/view?usp=drive_link,,Paper Code 2132201201 | Syllabus: https://drive.google.com/file/d/15NBIP3kkqtGZ2FzCIP0rPy_QkYh6euyi/view?usp=drive_link
BA(H) SANSKRIT,CLASSICAL SANSKRIT LITERATURE(PROSE),2024,Not Specified,,https://drive.google.com/file/d/1gmie6Dv5ByNaz0gBbRutFXewXywjCI1U/view?usp=sharing,,Paper Code 2132101201 | Syllabus: https://drive.google.com/file/d/1WiANbp4STQ1_JW6fyxRZWQ8YGFqRwXjO/view?usp=drive_link
BA(H) SANSKRIT,CRITICAL SURVEY OF SASTRIC LITERATURE,2024,Not Specified,,https://drive.google.com/file/d/1qrVuVt6ZWFg3q9N-cHqnTXmmLonE-p44/view?usp=sharing,,Paper Code 2132101203 | Syllabus: https://drive.google.com/file/d/1S2zpUzbdigL2GP17rqKg4HTtndjVjacK/view?usp=drive_link
BA(H) SANSKRIT,INDIAN EPIGRAPHY II,2024,Not Specified,,https://drive.google.com/file/d/1qY7R0HIbxRpqfgfISZD4mupnOo62wq40/view?usp=drive_link,,Paper Code 2132102403 | Syllabus: https://drive.google.com/file/d/1nkHMWJs4cvll73dJ9wu-ql_BJJEX_vhn/view?usp=drive_link
BA(H) SANSKRIT,MODERN SANSKRIT LITERATURE,2024,Not Specified,,https://drive.google.com/file/d/10Y_f9tXjKSN4IYPVTATUk2cAcXqqnj2k/view?usp=drive_link,,Paper Code 2132102401 | Syllabus: https://drive.google.com/file/d/1CRpAyQdPk2qvNWKFsytx3Wqe5f9ZfOC6/view?usp=drive_link
BA(H) SANSKRIT,SANSKRIT AND WORLD LITERATURE,2024,Not Specified,,https://drive.google.com/file/d/1VcTtpZRoy_8-A4k4mbqqJ2cYdENqkRcT/view?usp=drive_link,,Paper Code 2132102402 | Syllabus: https://drive.google.com/file/d/1_Aut5W6GDyMANRAS3_WW-emGUhyiT-6-/view?usp=drive_link
BA(H) SANSKRIT,SANSKRIT EPICS,2024,Not Specified,,https://drive.google.com/file/d/13-W8NiM8kWEzMQLPHOXe1xt1Q9SJhwcN/view?usp=sharing,,Paper Code 2132101202 | Syllabus: https://drive.google.com/file/d/1M0lnV8X5ynjFixZ3NMOduVqKu5Tjswey/view?usp=drive_link
BA(H) SANSKRIT,APPLIED SANSKRIT,2025,Not Specified,,https://drive.google.com/file/d/15wkoic5WeVZAyjnU6VxGDgTEAZK66_DM/view?usp=drive_link,,Paper Code 2132101101 | Syllabus: https://drive.google.com/file/d/1aLav92vEp4kBFhFbVXeg3Mplgx0YUyiV/view?usp=drive_link
BA(H) SANSKRIT,BASIC SKILLS FOR RESEARCH PAPER AND DISSERTATION WRITING,2025,Not Specified,,https://drive.google.com/file/d/1JuRl-ZpV1Sz9s7b3QHABQwEYSEHXJftk/view?usp=sharing,,Paper Code 2133100015 | Syllabus: https://drive.google.com/file/d/1wsogukFuO0_kBkL9YZkbZ9mx_GmXv3Xf/view?usp=drive_link
BA(H) SANSKRIT,CLASSICAL SANSKRIT LITERATURE (PROSE),2025,Not Specified,,https://drive.google.com/file/d/1YmnEZkhGe6gZAlsIW1MaSrmIaK0z_gve/view?usp=sharing,,Paper Code 2132101201 | Syllabus: https://drive.google.com/file/d/1WiANbp4STQ1_JW6fyxRZWQ8YGFqRwXjO/view?usp=drive_link
BA(H) SANSKRIT,CLASSICAL SANSKRIT LITERATURE: DRAMA,2025,Not Specified,,https://drive.google.com/file/d/1sUbsJNBwbgEGpxJYz4xPZaaAtEMaEg7-/view?usp=sharing,,Paper Code 2132102301 | Syllabus: https://drive.google.com/file/d/1FZg990Eqz_fh90acHH70mP3Gz8UPBk1B/view?usp=drive_link
BA(H) SANSKRIT,CLASSICAL SANSKRIT POETRY,2025,Not Specified,,https://drive.google.com/file/d/1ZV-yDJTwa0q9vAU7oUjxYDdCeqzP78N6/view?usp=drive_link,,Paper Code 2132101102 | Syllabus: https://drive.google.com/file/d/1GcmTFCzNIzrH4IrOvT8k-frsddRw5CCV/view?usp=drive_link
BA(H) SANSKRIT,CRITICAL SURVEY OF ŚĀSTRIC LITERATURE,2025,Not Specified,,https://drive.google.com/file/d/1skJd1hd6ZVUytG86IGroLtZzF0ys6Qty/view?usp=sharing,,Paper Code 2132101203 | Syllabus: https://drive.google.com/file/d/1S2zpUzbdigL2GP17rqKg4HTtndjVjacK/view?usp=drive_link
BA(H) SANSKRIT,INDIAN EPIGRAPHY I,2025,Not Specified,,https://drive.google.com/file/d/1pb9gfGWfI3GRulXi8otJf0JFoTr_Y0uf/view?usp=sharing,,Paper Code 2132102303 | Syllabus: https://drive.google.com/file/d/1Zwc2cXl4RbKm5cZAJGpYd1-T_RC_Fn2m/view?usp=drive_link
BA(H) SANSKRIT,INDIAN EPIGRAPHY II,2025,Not Specified,,https://drive.google.com/file/d/1l6h2YQ4YmTrY-A1lRsXS9si8rFonNLXr/view?usp=sharing,,Paper Code 2132102403 | Syllabus: https://drive.google.com/file/d/1qqebO8R74Otz9JD5RAdc6U-vKEPLpR2-/view?usp=drive_link
BA(H) SANSKRIT,INDIAN SOCIAL INSTITUTIONS AND POLITY,2025,Not Specified,,https://drive.google.com/file/d/1rCxWLZI5uwGcRap1XmDguiekWfQSMreN/view?usp=drive_link,,Paper Code 2132101103 | Syllabus: https://drive.google.com/file/d/1kDxzEDx5iL3ae-qzAX6ByQplj4jC05Yo/view?usp=drive_link
BA(H) SANSKRIT,INTRODUCTION TO NYAYA VAISHVIKA PHILOSOPHY,2025,Not Specified,,https://drive.google.com/file/d/1JCJbf4bKrj7_OeIcLW1xGePSMNB1XN3Z/view?usp=sharing,,Paper Code 2132103503 | Syllabus: https://drive.google.com/file/d/1I7hRAgX6PVkA7Oz-0y-Jy-3Gok8shKAu/view?usp=drive_link
BA(H) SANSKRIT,MODERN SANSKRIT LITERATURE,2025,Not Specified,,https://drive.google.com/file/d/1_zh_wiPThca5AJw9TOGibWn4BiyT95Vz/view?usp=sharing,,Paper Code 2132102401 | Syllabus: https://drive.google.com/file/d/1_yjoHL2liPOHoT3SJIjcfWk2K-rzFbiG/view?usp=drive_link
BA(H) SANSKRIT,PHONETICS IN SANSKRIT TRADITION,2025,Not Specified,,https://drive.google.com/file/d/1-4O3k_aVCvTA4zSYBQIThIqKQr65TJz8/view?usp=sharing,,Paper Code 2133100011 | Syllabus: https://drive.google.com/file/d/1CmfSTCRBmkK2brTmTrejaHn3HsnHtaRM/view?usp=drive_link
BA(H) SANSKRIT,POETICS AND LITERARY CRITICISM,2025,Not Specified,,https://drive.google.com/file/d/1xQf7Wa9Ut3WnVUfOt-eS0QLeAPQX68f1/view?usp=sharing,,Paper Code 2132103603 | Syllabus: https://drive.google.com/file/d/1uZlJP-OzzEgCLASp2ZtxSzB3apCZoW6R/view?usp=drive_link
BA(H) SANSKRIT,SANSKRIT AND WORLD LITERATURE,2025,Not Specified,,https://drive.google.com/file/d/1uqbtJAQLGAO_cYVRG5yXVxkMcOZNSxKs/view?usp=sharing,,Paper Code 2132102402 | Syllabus: https://drive.google.com/file/d/14Epg90YHydH34yQtDoWNkVwKFBlUoMsy/view?usp=drive_link
BA(H) SANSKRIT,SANSKRIT COMPOSITION AND COMMUNICATION,2025,Not Specified,,https://drive.google.com/file/d/1EnFiHZ0hrjDdcLY8XafHSM6xB8WCZHXI/view?usp=sharing,,Paper Code 2132103602 | Syllabus: https://drive.google.com/file/d/10Bw5OdQIyUk2PmpGUewaMXIDYTIvQEtC/view?usp=drive_link
BA(H) SANSKRIT,SANSKRIT EPICS,2025,Not Specified,,https://drive.google.com/file/d/1_GrCXt2vB4z66JfzpyFAtFYJuXMrimoT/view?usp=drive_link,,Paper Code 2132101202 | Syllabus: https://drive.google.com/file/d/1M0lnV8X5ynjFixZ3NMOduVqKu5Tjswey/view?usp=drive_link
BA(H) SANSKRIT,SANSKRIT GRAMMAR LAGHUSIDDHANTHKAUMUDI,2025,Not Specified,,https://drive.google.com/file/d/1ZYgGyiKIvQFy2VjcS-D8nKtEmwO2Oz1-/view?usp=sharing,,Paper Code 2132103502 | Syllabus: https://drive.google.com/file/d/19hlS4XMf0CI25ifI3Ne22h5p2knSjfXo/view?usp=drive_link
BA(H) SANSKRIT,SANSKRIT LINGUISTICS,2025,Not Specified,,https://drive.google.com/file/d/1bKaBVjKOiKfA0goFTe_7jJHj9eTOoyFX/view?usp=sharing,,Paper Code 2132102302 | Syllabus: https://drive.google.com/file/d/1LTItd6BBPbIPW0XfCLm18MxzqJ6FCob3/view?usp=drive_link
BA(H) SANSKRIT,VEDA AND UPANISHAD,2025,Not Specified,,https://drive.google.com/file/d/1eVJTLylQ4bgjXJE3Vyud9UDAe1I4YUKE/view?usp=sharing,,Paper Code 2132103501 | Syllabus: https://drive.google.com/file/d/1_jSlXOGjHgJCk-LIaRCgd49QAv4-sBYT/view?usp=drive_link
BA(H) SANSKRIT,VEDIC SAMHITA AND GRAMMER,2025,Not Specified,,https://drive.google.com/file/d/1jFBFxF3PhLCk6tnTtL3cexkEvPKCZAtZ/view?usp=sharing,,Paper Code 2132103601 | Syllabus: https://drive.google.com/file/d/1KjPERNl1SXZkG6-r4rPoHMw3Edwtc6ZG/view?usp=drive_link
BA(P),ADVERTISING,2023,Not Specified,,https://drive.google.com/file/d/1N5qwCBjjwhb4ziIQBjrSr9ilNceOEqhH/view?usp=drive_link,,Paper Code 2412222301 | Syllabus: https://drive.google.com/file/d/1eZRRgMTHSJmGPTcYEHk9Gp1K_oJSiQr9/view?usp=drive_link
BA(P),ANCIENT SOCIETIES,2023,Not Specified,,https://drive.google.com/file/d/1qFeNd4WT9KhAABibHu3b4-_PxRDpwWNx/view?usp=drive_link,,Paper Code 2312201102 | Syllabus: https://drive.google.com/file/d/1nYcx1vzAjhzMe21DHZ3uaLFmckadw7Jc/view?usp=drive_link
BA(P),ANCIENT THEORY OF INDIAN MUSIC,2023,Not Specified,,https://drive.google.com/file/d/1uL1oSjlCTK2PbYOYE4ZxLaWnG5N9mV2n/view?usp=drive_link,,Paper Code 2442202302 | Syllabus: https://drive.google.com/file/d/1Sgp12pYecW8rjRNK6wBhpKThUNCPSYf9/view?usp=drive_link
BA(P),AYURVEDA AND NUTRITION,2023,Not Specified,,https://drive.google.com/file/d/1PmwwQ0sPmigaNcphq6bbhIFcSRPAMPSf/view?usp=drive_link,,Paper Code 6967001001 | Syllabus: https://drive.google.com/file/d/1TD-Iqd2ffRd36woaPHXZsA8dZaYsHguV/view?usp=drive_link
BA(P),BASIC DEVELOPMENT ECONOMICS,2023,Not Specified,,https://drive.google.com/file/d/1vJIwhf5WALc_RZhNyhXzzJWUyYcoV7t-/view?usp=drive_link,,Paper Code 2274002002 | Syllabus: https://drive.google.com/file/d/12lluXhqC4c3cHyRBSXMYZCRqmQiJF1_s/view?usp=drive_link
BA(P),BASIC MATHEMATICS FOR ECONOMIC ANALYSIS,2023,Not Specified,,https://drive.google.com/file/d/1s9zp1LPYOZzm7E2VMrw_AYbYQIcJcMpZ/view?usp=drive_link,,Paper Code 2272201102 | Syllabus: https://drive.google.com/file/d/1yv2PKivoqAK_qtveLJg_p--Ct9OPurbu/view?usp=drive_link
BA(P),BASICS OF INDIAN MUSICOLOGY,2023,Not Specified,,https://drive.google.com/file/d/1pQEAvd9CtT_1TYU0jDxhSzrAyepxaozq/view?usp=drive_link,,Paper Code 2442201201 | Syllabus: https://drive.google.com/file/d/1XiElK5pDLnx9MHBwaExPYRykqqIfA2dx/view?usp=drive_link
BA(P),BHAGATI KAAV,2023,Not Specified,,https://drive.google.com/file/d/10J1Lkwve04YjhdTjj_9cJiW0t-2ug5sV/view?usp=drive_link,,Paper Code 2122202302 | Syllabus: https://drive.google.com/file/d/1GUXpuuqNKoGvBQuuA2GrUM7Rho_7l9TU/view?usp=drive_link
BA(P),BIOGRAPHIES OF MUSICIANS AND MUSICOLOGISTS,2023,Not Specified,,https://drive.google.com/file/d/1t5J6zR-UFbr-75DMixTsEhnOzgmqpYgr/view?usp=drive_link,,Paper Code 2442201102 | Syllabus: https://drive.google.com/file/d/1YqWgQ1TOcyW6snQvVnr5Q8b7l1HLocSN/view?usp=drive_link
BA(P),BIOPSYCHOLOGY,2023,Not Specified,,https://drive.google.com/file/d/1ZYO2fWHz5TkAYK9wqWJF2_N9vEbji8n_/view?usp=drive_link,,Paper Code 2112112302 | Syllabus: https://drive.google.com/file/d/15gFAE4T_BEgiJqePDliZUf8eutzj5LOH/view?usp=drive_link
BA(P),BUSINESS LAWS,2023,Not Specified,,https://drive.google.com/file/d/15yLGBqTXNXbs63p17wcY-YilbteTW3p3/view?usp=drive_link,,Paper Code 2412202302 | Syllabus: https://drive.google.com/file/d/1PDx9lJIN9Mc5WCBQBMWfM5odfkp5R8SL/view?usp=drive_link
BA(P),BUSINESS ORGANISATION,2023,Not Specified,,https://drive.google.com/file/d/1p2ZJwTFJbftQS_oIHRy8eF3TlAn22HXN/view?usp=drive_link,,Paper Code 2412201102 | Syllabus: https://drive.google.com/file/d/11pJ-ajqxCimnK24b8lDJb_7F2X2wDx9X/view?usp=drive_link
BA(P),CONSTITUTIONAL VALUES AND FUNDAMENTAL DUTIES,2023,Not Specified,,https://drive.google.com/file/d/1EGC-XxjF3xTseWUy-8i0dUVo_5cOYYxZ/view?usp=drive_link,,Paper Code 6967001002 | Syllabus: https://drive.google.com/file/d/1svH9BpKTGznhYa8SEXtqtD5l0iiwkZ0R/view?usp=drive_link
BA(P),CRITICAL THINKING,2023,Not Specified,,https://drive.google.com/file/d/1meNXpeur69lIsHUT-6m-v_hR-9bTR7UP/view?usp=drive_link,,Paper Code 2104001202 | Syllabus: https://drive.google.com/file/d/11csCq3Wbi9VCd97QD_J4NXxqea16StXi/view?usp=drive_link
BA(P),CULTURAL TRANSFORMATIONS IN EARLY MODERN EUROPE – I,2023,Not Specified,,https://drive.google.com/file/d/1_R-luuSoEPjRXyG6O1Clw8H4UYa3Ga3a/view?usp=drive_link,,Paper Code 2312202302 | Syllabus: https://drive.google.com/file/d/1Oz6hibotEfg0xJwAzGEI4GThBV6lJY3r/view?usp=drive_link
BA(P),CULTURE AND COMMUNICATION,2023,Not Specified,,https://drive.google.com/file/d/1ATGuYI6J6rrZqBvJb8_Fhzu9sEqG5YPs/view?usp=drive_link,,Paper Code 6967001003 | Syllabus: https://drive.google.com/file/d/1-aPZC6A84uFE_wKsLgqKB3Ui3mGVlEME/view?usp=drive_link
BA(P),DELHI THROUGH THE AGES : FROM COLONIAL TO CONTEMPORARY TIMES,2023,Not Specified,,https://drive.google.com/file/d/1ll9yVzGRDsvoop8QVE_zl-J3m--Ck_3R/view?usp=drive_link,,Paper Code 2314001201 | Syllabus: https://drive.google.com/file/d/10iN38bQsZcildMvoAA4ccV1hYU3YaYZw/view?usp=drive_link
BA(P),DELHI THROUGH THE AGES: THE MAKING OF ITS EARLY MODERN HISTORY,2023,Not Specified,,https://drive.google.com/file/d/1gIuqNThS995dE8rNXSqXx-pNu-sbVLzJ/view?usp=drive_link,,Paper Code 2314001002 | Syllabus: https://drive.google.com/file/d/1jwsnQ3mq5d0kWVzO5YTYT9y5A2TBH4MK/view?usp=drive_link
BA(P),DIFFERENTIAL EQUATIONS,2023,Not Specified,,https://drive.google.com/file/d/1RLcaKmYn9wkk3WAB6JoE_B-89zOtwdJ9/view?usp=drive_link,,Paper Code 2352572301 | Syllabus: https://drive.google.com/file/d/1fxa0nLYsucI3n5_lFPF7U-6lb8lxxiVn/view?usp=drive_link
BA(P),DIGITAL EMPOWERMENT,2023,Not Specified,,https://drive.google.com/file/d/1qv0GMf_BewLi7RmoeRIyNA6eMwqKX-8-/view?usp=drive_link,,Paper Code 6967001004 | Syllabus: https://drive.google.com/file/d/1viIoDRTsnn4u_iw118Td9SJYV0yQbzhn/view?usp=drive_link
BA(P),ELEMENTARY LINEAR ALGEBRA,2023,Not Specified,,https://drive.google.com/file/d/1LPbxntqwvACXBUAkHO3TiLnwG6-NhEHi/view?usp=drive_link,,Paper Code 2352571201 | Syllabus: https://drive.google.com/file/d/109Ke64twgXntHxo8arrukrrZXks0fwMT/view?usp=drive_link
BA(P),EMOTIONAL INTELLIGENCE,2023,Not Specified,,https://drive.google.com/file/d/1GRkXCxEEd28IZ8Kr5XxuBzWr0YwSTbX6/view?usp=drive_link,,Paper Code 6967001005 | Syllabus: https://drive.google.com/file/d/1sR1q4cy0U1sfqsLLZgPWCer9W9YgKzt0/view?usp=drive_link
BA(P),ENGLISH LANGUAGE THROUGH LITERATURE-I,2023,Not Specified,,https://drive.google.com/file/d/1Tn0vo3eS4-sIJDXE-igpfZ_0ZIceuYKl/view?usp=drive_link,,Paper Code 2035001004 | Syllabus: https://drive.google.com/file/d/13OSMLtRbQavs5MbuCuzk2DLTBuce6r54/view?usp=drive_link
BA(P),ENGLISH LANGUAGE THROUGH LITERATURE-I,2023,Not Specified,,https://drive.google.com/file/d/1bfiq93UzQLY7AkWpa08A_t74VaK5agir/view?usp=drive_link,,Paper Code 2035001004 | Syllabus: https://drive.google.com/file/d/1SbyI-Cemx0ipuBxfwwxamCf7bTuqx5Eu/view?usp=drive_link
BA(P),ENVIRONMENTAL SCIENCE : THEORY INTO PRACTICE – I,2023,Not Specified,,https://drive.google.com/file/d/11CGixOC2Nrep673idDkV2V5PHv3CTK-S/view?usp=drive_link,,Paper Code 2181001001 | Syllabus: https://drive.google.com/file/d/10syDP-Stte6uynGj81IrnM6cewXNoX9C/view?usp=drive_link
BA(P),ENVIRONMENTAL SCIENCE: THEORY INTO PRACTICE – I,2023,Not Specified,,https://drive.google.com/file/d/1f8jW7qkD2hoCwQ13cxqBOM_wzA1dzzBM/view?usp=drive_link,,Paper Code 2181001001 | Syllabus: https://drive.google.com/file/d/10syDP-Stte6uynGj81IrnM6cewXNoX9C/view?usp=drive_link
BA(P),ETHICS,2023,Not Specified,,https://drive.google.com/file/d/1EzvJQFpWhbmdNkb-fq_FlQU5pKlRRSa2/view?usp=drive_link,,Paper Code 2102202302 | Syllabus: https://drive.google.com/file/d/18mJt4dtlZg6BwsUymHLvImzEWPCtq5Bf/view?usp=drive_link
BA(P),ETHICS AND CULTURE,2023,Not Specified,,https://drive.google.com/file/d/1p0TKAFIWUxZapjpPP2a48eiie1X0AiTW/view?usp=drive_link,,Paper Code 6967001006 | Syllabus: https://drive.google.com/file/d/1X-IExlgGOk3bo4ijd-BtuR8dWC-cAfl_/view?usp=drive_link
BA(P),ETHICS IN PUBLIC DOMAIN,2023,Not Specified,,https://drive.google.com/file/d/1LGVtPiTAb-R6dnrvhTxegREvsoZevMBw/view?usp=drive_link,,Paper Code 2104001002 | Syllabus: https://drive.google.com/file/d/1BUpmbCj_2V29iemLkPrgmQxkjcxC0ykQ/view?usp=drive_link
BA(P),FINANCIAL LITERACY,2023,Not Specified,,https://drive.google.com/file/d/1IxEcUR3KbtyG_IXgTqgS2tUXhLGJD354/view?usp=drive_link,,Paper Code 6967001008 | Syllabus: https://drive.google.com/file/d/1jj53qDJDJ_SDAuFQh6W9MaFZx0Jf6Hsc/view?usp=drive_link
BA(P),FORMAL LOGIC,2023,Not Specified,,https://drive.google.com/file/d/1UaAHMdLnuIE-OPRim3j8jbrxUxY-B7gi/view?usp=drive_link,,Paper Code 2104002001 | Syllabus: https://drive.google.com/file/d/1LKo_AqGO-2wiVgCjcXMXxSclUGmFScfV/view?usp=drive_link
BA(P),FOUNDATIONS OF PSYCHOLOGY,2023,Not Specified,,https://drive.google.com/file/d/16oYaIZspLSUHNywnEJ3DAn9Arst3Zp0Q/view?usp=drive_link,,Paper Code 2114001001 | Syllabus: https://drive.google.com/file/d/12WkEwOS2omcnNvUNE0GvhHyB_isqQrhc/view?usp=drive_link
BA(P),FUNDAMENTALS OF CALCULUS,2023,Not Specified,,https://drive.google.com/file/d/1RPWmAbdt7Bgmg9VDLtrfM39rnwrbdL18/view?usp=drive_link,,Paper Code 2354001001 | Syllabus: https://drive.google.com/file/d/1sHIiH44UoYRCvPLSGp7ABYOOK7lsfikr/view?usp=drive_link
BA(P),FUNDAMENTALS OF COGNITIVE PSYCHOLOGY,2023,Not Specified,,https://drive.google.com/file/d/1YuzmNRm8sc95dzKshFbrrN6vGyuyrync/view?usp=drive_link,,Paper Code 2112201102 | Syllabus: https://drive.google.com/file/d/1IhIpnbku_0pk26QvOX3QVQO6LdS1w4Gb/view?usp=drive_link
BA(P),FUNDAMENTALS OF INDIAN MUSIC,2023,Not Specified,,https://drive.google.com/file/d/1riVBfrc_NDv-qR4SqFyeBkWfroTgti56/view?usp=drive_link,,Paper Code 2442201101 | Syllabus: https://drive.google.com/file/d/1zRFGwgBhgXen6vExrwN3Bnfl1tOKuEQo/view?usp=drive_link
BA(P),FUNDAMENTALS OF PSYCHOLOGY,2023,Not Specified,,https://drive.google.com/file/d/1vUoN5vfIBoiRk_D8z5Rp4noDXvmRVoSB/view?usp=drive_link,,Paper Code 2112201101 | Syllabus: https://drive.google.com/file/d/1ShwAa0_V1QQUjpq_Rclxr2kEkGAem8ns/view?usp=drive_link
BA(P),GĪTĀ AND UPANIṢAD,2023,Not Specified,,https://drive.google.com/file/d/1m_QjBFQtMquX0uIOMumkDcwsS9c7wHnu/view?usp=drive_link,,Paper Code 2132202302 | Syllabus: https://drive.google.com/file/d/1Bn-YqQHC3VCEGK6JSu7lmgRR1JDvA16K/view?usp=drive_link
