course,subject,yearRange,semesterGroup,semester,fileUrl,fileName,note
B.A (Prog.) Psychology as Major,Perspectives in Mental and Behavioral Disorders,2025-2026,Semester V,V,https://qb.exam.du.ac.in/uploads/questions/1778060749.pdf,,UPC 2112203502 | DSC/Core | DSC-10 | NOV-DEC-2025 | SET-1 | 90 marks
B.A (Prog.) Psychology as Major,Positive Psychology,2025-2026,Semester V,V,https://qb.exam.du.ac.in/uploads/questions/1783668889.pdf,,UPC 2113200001 | DSE | DSE-1 | MAY-JUNE-2026 | SET-1 | 90 marks
B.A (Prog.) Psychology as Major,Positive Psychology,2025-2026,Semester V,V,https://qb.exam.du.ac.in/uploads/questions/1782709626.pdf,,UPC 2113200001 | DSE | DSE-1 | MAY-JUNE-2026 | SET-1 | 90 marks
B.A (Prog.) Psychology as Major,Positive Psychology,2025-2026,Semester V,V,https://qb.exam.du.ac.in/uploads/questions/1774434120.pdf,,UPC 2113200001 | DSE | DSE-1 | NOV-DEC-2025 | SET-1 | 80 marks
B.A (Prog.) Psychology as Major,Positive Psychology,2024-2025,Semester V,V,https://qb.exam.du.ac.in/uploads/questions/1750827777.pdf,,UPC 2113200001 | DSE | DSE-1 | MAY-JUNE-2025 | SET-1 | 90 marks
B.A (Prog.) Psychology as Major,Positive Psychology,2023-2024,Semester V,V,https://qb.exam.du.ac.in/uploads/questions/1731839488.pdf,,UPC 2113200001 | DSE | DSE-1 | MAY-JUNE-2024 | SET-1 | 80 marks
B.A (Prog.) Psychology as Major,Self and Personal Growth,2024-2025,Semester V,V,https://qb.exam.du.ac.in/uploads/questions/1768206186.pdf,,UPC 2113200003 | DSE | DSE-3 | MAY-JUNE-2025 | SET-1 | 80 marks
B.A (Prog.) Psychology as Major,Self and Personal Growth,2024-2025,Semester V,V,https://qb.exam.du.ac.in/uploads/questions/1742464502.pdf,,UPC 2113200003 | DSE | DSE-3 | NOV-DEC-2024 | SET-1 | 80 marks
B.A (Prog.) Psychology as Major,Self and Personal Growth,2023-2024,Semester V,V,https://qb.exam.du.ac.in/uploads/questions/1732517529.pdf,,UPC 2113200003 | DSE | DSE-3 | MAY-JUNE-2024 | SET-1 | 80 marks
B.A (Prog.) Psychology as Major,Counselling Psychology,2025-2026,Semester VI,VI,https://qb.exam.du.ac.in/uploads/questions/1780985512.pdf,,UPC 2112102601 | DSC/Core | DSC-11 | MAY-JUNE-2026 | SET-1 | 90 marks
B.A (Prog.) Psychology as Major,Counselling Psychology,2024-2025,Semester VI,VI,https://qb.exam.du.ac.in/uploads/questions/1750911683.pdf,,UPC 2112102601 | DSC/Core | DSC-11 | MAY-JUNE-2025 | SET-1 | 90 marks
B.A (Prog.) Psychology as Major,Developmental Psychology,2025-2026,Semester VI,VI,https://qb.exam.du.ac.in/uploads/questions/1784698091.pdf,,UPC 2112203602 | DSC/Core | DSC-12 | MAY-JUNE-2026 | SET-1 | 90 marks
B.A (Prog.) Psychology as Major,Developmental Psychology,2025-2026,Semester VI,VI,https://qb.exam.du.ac.in/uploads/questions/1783663994.pdf,,UPC 2112203602 | DSC/Core | DSC-12 | MAY-JUNE-2026 | SET-1 | 90 marks
B.A (Prog.) Psychology as Major,Developmental Psychology,2025-2026,Semester VI,VI,https://qb.exam.du.ac.in/uploads/questions/1783662651.pdf,,UPC 2112203602 | DSC/Core | DSC-12 | MAY-JUNE-2026 | SET-1 | 90 marks
B.A (Prog.) Psychology as Major,Developmental Psychology,2024-2025,Semester VI,VI,https://qb.exam.du.ac.in/uploads/questions/1768298503.pdf,,UPC 2112203602 | DSC/Core | DSC-12 | MAY-JUNE-2025 | SET-1 | 90 marks
B.A (Prog.) Psychology as Major,Developmental Psychology,2024-2025,Semester VI,VI,https://qb.exam.du.ac.in/uploads/questions/1768296446.pdf,,UPC 2112203602 | DSC/Core | DSC-12 | MAY-JUNE-2025 | SET-1 | 90 marks
B.A (Prog.) Psychology as Major,Developmental Psychology,2024-2025,Semester VI,VI,https://qb.exam.du.ac.in/uploads/questions/1750396953.pdf,,UPC 2112203602 | DSC/Core | DSC-12 | MAY-JUNE-2025 | SET-1 | 90 marks
B.A (Prog.) Psychology as Major,Essentials of Media Psychology,2025-2026,Semester VI,VI,https://qb.exam.du.ac.in/uploads/questions/1784264580.pdf,,UPC 2113100017 | DSE | DSE-5 | MAY-JUNE-2026 | SET-1 | 90 marks
B.A (Prog.) Psychology as Major,Essentials of Media Psychology,2025-2026,Semester VI,VI,https://qb.exam.du.ac.in/uploads/questions/1784179630.pdf,,UPC 2113100017 | DSE | DSE-5 | MAY-JUNE-2026 | SET-1 | 90 marks
B.A (Prog.) Psychology as Major,Essentials of Media Psychology,2024-2025,Semester VI,VI,https://qb.exam.du.ac.in/uploads/questions/1767164993.pdf,,UPC 2113100017 | DSE | DSE-5 | MAY-JUNE-2025 | SET-1 | 90 marks
B.A (Prog.) Psychology as Major,Essentials of Media Psychology,2024-2025,Semester VI,VI,https://qb.exam.du.ac.in/uploads/questions/1766993081.pdf,,UPC 2113100017 | DSE | DSE-5 | MAY-JUNE-2025 | SET-1 | 90 marks
B.A (Prog.) Psychology as Major,Essentials of Media Psychology,2024-2025,Semester VI,VI,https://qb.exam.du.ac.in/uploads/questions/1749703046.pdf,,UPC 2113100017 | DSE | DSE-5 | MAY-JUNE-2025 | SET-1 | 90 marks
B.A (Prog.) Psychology as Major,Essentials of Media Psychology,2024-2025,Semester VI,VI,https://qb.exam.du.ac.in/uploads/questions/1742289743.pdf,,UPC 2113100017 | DSE | DSE-5 | NOV-DEC-2024 | SET-1 | 90 marks
B.A (Prog.) Psychology as Major,Managing Human Capital at Workplace,2025-2026,Semester VI,VI,https://qb.exam.du.ac.in/uploads/questions/1784179850.pdf,,UPC 2113100015 | DSE | DSE-6 | MAY-JUNE-2026 | SET-1 | 90 marks
B.A (Prog.) Psychology as Major,Managing Human Capital at Workplace,2024-2025,Semester VI,VI,https://qb.exam.du.ac.in/uploads/questions/1767165203.pdf,,UPC 2113100015 | DSE | DSE-6 | MAY-JUNE-2025 | SET-1 | 90 marks
B.A (Prog.) Psychology as Major,Managing Human Capital at Workplace,2024-2025,Semester VI,VI,https://qb.exam.du.ac.in/uploads/questions/1766993382.pdf,,UPC 2113100015 | DSE | DSE-6 | MAY-JUNE-2025 | SET-1 | 90 marks
B.A (Prog.) Psychology as Major,Managing Human Capital at Workplace,2024-2025,Semester VI,VI,https://qb.exam.du.ac.in/uploads/questions/1749640411.pdf,,UPC 2113100015 | DSE | DSE-6 | MAY-JUNE-2025 | SET-1 | 90 marks
B.A (Prog.) Psychology as Major,"Psychological Research – Paradigms, Approaches and Methods",2025-2026,Semester VI,VI,https://qb.exam.du.ac.in/uploads/questions/1784264648.pdf,,UPC 2113100014 | DSE | DSE-4 | MAY-JUNE-2026 | SET-1 | 90 marks
B.A (Prog.) Psychology as Major,"Psychological Research – Paradigms, Approaches and Methods",2025-2026,Semester VI,VI,https://qb.exam.du.ac.in/uploads/questions/1784179819.pdf,,UPC 2113100014 | DSE | DSE-4 | MAY-JUNE-2026 | SET-1 | 90 marks
B.A (Prog.) Psychology as Major,"Psychological Research – Paradigms, Approaches and Methods",2025-2026,Semester VI,VI,https://qb.exam.du.ac.in/uploads/questions/1775748339.pdf,,UPC 2113100014 | DSE | DSE-4 | NOV-DEC-2025 | SET-1 | 90 marks
B.A (Prog.) Psychology as Major,"Psychological Research – Paradigms, Approaches and Methods",2024-2025,Semester VI,VI,https://qb.exam.du.ac.in/uploads/questions/1767165142.pdf,,UPC 2113100014 | DSE | DSE-4 | MAY-JUNE-2025 | SET-1 | 90 marks
B.A (Prog.) Psychology as Major,"Psychological Research – Paradigms, Approaches and Methods",2024-2025,Semester VI,VI,https://qb.exam.du.ac.in/uploads/questions/1766993319.pdf,,UPC 2113100014 | DSE | DSE-4 | MAY-JUNE-2025 | SET-1 | 90 marks
B.A (Prog.) Psychology as Major,"Psychological Research – Paradigms, Approaches and Methods",2024-2025,Semester VI,VI,https://qb.exam.du.ac.in/uploads/questions/1749640679.pdf,,UPC 2113100014 | DSE | DSE-4 | MAY-JUNE-2025 | SET-1 | 90 marks
B.A (Prog.) Psychology as Major,Fundamentals of Inferential Statistics,2025-2026,Semester VII,VII,https://qb.exam.du.ac.in/uploads/questions/1775798223.pdf,,UPC 2112204701 | DSC/Core | DSC-13 | NOV-DEC-2025 | SET-1 | 90 marks
B.A (Prog.) Psychology as Major,Introduction to Psychology of Gender,2025-2026,Semester VII,VII,https://qb.exam.du.ac.in/uploads/questions/1775745810.pdf,,UPC 2113200009 | DSE | DSE-9 | NOV-DEC-2025 | SET-1 | 90 marks
B.A (Prog.) Psychology as Major,Personality Psychology,2025-2026,Semester VII,VII,https://qb.exam.du.ac.in/uploads/questions/1775745741.pdf,,UPC 2113200008 | DSE | DSE-8 | NOV-DEC-2025 | SET-1 | 90 marks
B.A (Prog.) Psychology as Major,School Psychology,2025-2026,Semester VII,VII,https://qb.exam.du.ac.in/uploads/questions/1775745922.pdf,,UPC 2113200010 | DSE | DSE-10 | NOV-DEC-2025 | SET-1 | 90 marks
B.A (Prog.) Psychology as Major,Yoga and Psychology,2025-2026,Semester VII,VII,https://qb.exam.du.ac.in/uploads/questions/1784525643.pdf,,UPC 2113200011 | DSE | DSE-11 | MAY-JUNE-2026 | SET-1 | 90 marks
B.A (Prog.) Psychology as Major,Yoga and Psychology,2025-2026,Semester VII,VII,https://qb.exam.du.ac.in/uploads/questions/1783662181.pdf,,UPC 2113200011 | DSE | DSE-11 | MAY-JUNE-2026 | SET-1 | 90 marks
B.A (Prog.) Psychology as Major,Cognitive Psychology in Contemporary World,2025-2026,Semester VII,VII,https://qb.exam.du.ac.in/uploads/questions/1776058114.pdf,,UPC 2114000033 | GE | GE-23 | NOV-DEC-2025 | SET-1 | 90 marks
B.A (Prog.) Psychology as Major,Fundamentals of Sports Psychology,2025-2026,Semester VII,VII,https://qb.exam.du.ac.in/uploads/questions/1775716561.pdf,,UPC 2114000025 | GE | GE-24 | NOV-DEC-2025 | SET-1 | 90 marks
B.A (Prog.) Psychology as Major,Psychology and Communities,2025-2026,Semester VII,VII,https://qb.exam.du.ac.in/uploads/questions/1776057992.pdf,,UPC 2114000032 | GE | GE-22 | NOV-DEC-2025 | SET-1 | 90 marks
B.A (Prog.) Psychology as Major,Understanding Human Resources,2025-2026,Semester VII,VII,https://qb.exam.du.ac.in/uploads/questions/1775716498.pdf,,UPC 2114000022 | GE | GE-20 | NOV-DEC-2025 | SET-1 | 90 marks
B.A (Prog.) Psychology as Major,Community Psychology,2025-2026,Semester VIII,VIII,https://qb.exam.du.ac.in/uploads/questions/1780461481.pdf,,UPC 2112204801 | DSC/Core | DSC-14 | MAY-JUNE-2026 | SET-1 | 90 marks
B.A (Prog.) Psychology as Major,Basic Psychotherapeutic Skills,2025-2026,Semester VIII,VIII,https://qb.exam.du.ac.in/uploads/questions/1783401303.pdf,,UPC 2113200018 | DSE | DSE-18 | MAY-JUNE-2026 | SET-1 | 90 marks
B.A (Prog.) Psychology as Major,Basic Psychotherapeutic Skills,2025-2026,Semester VIII,VIII,https://qb.exam.du.ac.in/uploads/questions/1780982193.pdf,,UPC 2113200018 | DSE | DSE-18 | MAY-JUNE-2026 | SET-1 | 90 marks
B.A (Prog.) Psychology as Major,Basics of Sports Psychology,2025-2026,Semester VIII,VIII,https://qb.exam.du.ac.in/uploads/questions/1783400979.pdf,,UPC 2113200012 | DSE | DSE-12 | MAY-JUNE-2026 | SET-1 | 90 marks
B.A (Prog.) Psychology as Major,Basics of Sports Psychology,2025-2026,Semester VIII,VIII,https://qb.exam.du.ac.in/uploads/questions/1780982835.pdf,,UPC 2113200012 | DSE | DSE-12 | MAY-JUNE-2026 | SET-1 | 90 marks
B.A (Prog.) Psychology as Major,Consumer Psychology,2025-2026,Semester VIII,VIII,https://qb.exam.du.ac.in/uploads/questions/1783401013.pdf,,UPC 2113200013 | DSE | DSE-13 | MAY-JUNE-2026 | SET-1 | 90 marks
B.A (Prog.) Psychology as Major,Consumer Psychology,2025-2026,Semester VIII,VIII,https://qb.exam.du.ac.in/uploads/questions/1780982703.pdf,,UPC 2113200013 | DSE | DSE-13 | MAY-JUNE-2026 | SET-1 | 90 marks
B.A (Prog.) Psychology as Major,Foundations of Neuropsychology,2025-2026,Semester VIII,VIII,https://qb.exam.du.ac.in/uploads/questions/1783401271.pdf,,UPC 2113200017 | DSE | DSE-17 | MAY-JUNE-2026 | SET-1 | 90 marks
B.A (Prog.) Psychology as Major,Foundations of Neuropsychology,2025-2026,Semester VIII,VIII,https://qb.exam.du.ac.in/uploads/questions/1780982274.pdf,,UPC 2113200017 | DSE | DSE-17 | MAY-JUNE-2026 | SET-1 | 90 marks
B.A (Prog.) Psychology as Major,Intersections of Psychology and Technology,2025-2026,Semester VIII,VIII,https://qb.exam.du.ac.in/uploads/questions/1783401243.pdf,,UPC 2113200016 | DSE | DSE-16 | MAY-JUNE-2026 | SET-1 | 90 marks
B.A (Prog.) Psychology as Major,Intersections of Psychology and Technology,2025-2026,Semester VIII,VIII,https://qb.exam.du.ac.in/uploads/questions/1780982429.pdf,,UPC 2113200016 | DSE | DSE-16 | MAY-JUNE-2026 | SET-1 | 90 marks
B.A (Prog.) Psychology as Major,Psychology of Ageing,2025-2026,Semester VIII,VIII,https://qb.exam.du.ac.in/uploads/questions/1783401206.pdf,,UPC 2113200015 | DSE | DSE-15 | MAY-JUNE-2026 | SET-1 | 90 marks
B.A (Prog.) Psychology as Major,Understanding and Dealing with Trauma,2025-2026,Semester VIII,VIII,https://qb.exam.du.ac.in/uploads/questions/1783401057.pdf,,UPC 2113200014 | DSE | DSE-14 | MAY-JUNE-2026 | SET-1 | 90 marks
B.A (Prog.) Psychology as Major,Understanding and Dealing with Trauma,2025-2026,Semester VIII,VIII,https://qb.exam.du.ac.in/uploads/questions/1780982558.pdf,,UPC 2113200014 | DSE | DSE-14 | MAY-JUNE-2026 | SET-1 | 90 marks
B.A (Prog.) Psychology as Major,Basics of Counselling Psychology,2025-2026,Semester VIII,VIII,https://qb.exam.du.ac.in/uploads/questions/1784525740.pdf,,UPC 2114000035 | GE | GE-26 | MAY-JUNE-2026 | SET-1 | 90 marks
B.A (Prog.) Psychology as Major,Basics of Counselling Psychology,2025-2026,Semester VIII,VIII,https://qb.exam.du.ac.in/uploads/questions/1783662645.pdf,,UPC 2114000035 | GE | GE-26 | MAY-JUNE-2026 | SET-1 | 90 marks
B.A (Prog.) Psychology as Major,Conflict and Conflict Management at Work,2025-2026,Semester VIII,VIII,https://qb.exam.du.ac.in/uploads/questions/1784525691.pdf,,UPC 2114000036 | GE | GE-27 | MAY-JUNE-2026 | SET-1 | 90 marks
B.A (Prog.) Psychology as Major,Conflict and Conflict Management at Work,2025-2026,Semester VIII,VIII,https://qb.exam.du.ac.in/uploads/questions/1783662520.pdf,,UPC 2114000036 | GE | GE-27 | MAY-JUNE-2026 | SET-1 | 90 marks
B.A (Prog.) Psychology as Major,Family Relations,2025-2026,Semester VIII,VIII,https://qb.exam.du.ac.in/uploads/questions/1784525601.pdf,,UPC 2114000038 | GE | GE-29 | MAY-JUNE-2026 | SET-1 | 90 marks
B.A (Prog.) Psychology as Major,Family Relations,2025-2026,Semester VIII,VIII,https://qb.exam.du.ac.in/uploads/questions/1783662333.pdf,,UPC 2114000038 | GE | GE-29 | MAY-JUNE-2026 | SET-1 | 90 marks
B.A (Prog.) Psychology as Major,Yoga and Psychology,2025-2026,Semester VIII,VIII,https://qb.exam.du.ac.in/uploads/questions/1784525643.pdf,,UPC 2114000037 | GE | GE-28 | MAY-JUNE-2026 | SET-1 | 90 marks
B.A (Prog.) Psychology as Major,Yoga and Psychology,2025-2026,Semester VIII,VIII,https://qb.exam.du.ac.in/uploads/questions/1783662181.pdf,,UPC 2114000037 | GE | GE-28 | MAY-JUNE-2026 | SET-1 | 90 marks
B.A (Prog.) Psychology as Minor,Fundamentals of Psychology,2025-2026,Semester I,I,https://qb.exam.du.ac.in/uploads/questions/1778057631.pdf,,UPC 2112201101 | DSC/Core | DSC-1 | NOV-DEC-2025 | SET-1 | 90 marks
B.A (Prog.) Psychology as Minor,Fundamentals of Psychology,2025-2026,Semester I,I,https://qb.exam.du.ac.in/uploads/questions/1775471907.pdf,,UPC 2112201101 | DSC/Core | DSC-1 | NOV-DEC-2025 | SET-1 | 90 marks
B.A (Prog.) Psychology as Minor,Fundamentals of Psychology,2024-2025,Semester I,I,https://qb.exam.du.ac.in/uploads/questions/1745303965.pdf,,UPC 2112201101 | DSC/Core | DSC-1 | NOV-DEC-2024 | SET-4 | 90 marks
B.A (Prog.) Psychology as Minor,Fundamentals of Psychology,2024-2025,Semester I,I,https://qb.exam.du.ac.in/uploads/questions/1742296305.pdf,,UPC 2112201101 | DSC/Core | DSC-1 | NOV-DEC-2024 | SET-3 | 90 marks
B.A (Prog.) Psychology as Minor,Fundamentals of Psychology,2024-2025,Semester I,I,https://qb.exam.du.ac.in/uploads/questions/1738232418.pdf,,UPC 2112201101 | DSC/Core | DSC-1 | NOV-DEC-2024 | SET-2 | 90 marks
B.A (Prog.) Psychology as Minor,Fundamentals of Psychology,2024-2025,Semester I,I,https://qb.exam.du.ac.in/uploads/questions/1738230883.pdf,,UPC 2112201101 | DSC/Core | DSC-1 | NOV-DEC-2024 | SET-1 | 90 marks
B.A (Prog.) Psychology as Minor,Fundamentals of Psychology,2022-2023,Semester I,I,https://qb.exam.du.ac.in/uploads/questions/1729580110.pdf,,UPC 2112201101 | DSC/Core | DSC-1 | MAY-JUNE-2023 | SET-1 | 90 marks
B.A (Prog.) Psychology as Minor,Introduction to Social Psychology,2025-2026,Semester II,II,https://qb.exam.du.ac.in/uploads/questions/1784185428.pdf,,UPC 2112201201 | DSC/Core | DSC-3 | MAY-JUNE-2026 | SET-1 | 90 marks
B.A (Prog.) Psychology as Minor,Introduction to Social Psychology,2023-2024,Semester II,II,https://qb.exam.du.ac.in/uploads/questions/1732296392.pdf,,UPC 2112201201 | DSC/Core | DSC-3 | MAY-JUNE-2024 | SET-5 | 90 marks
B.A (Prog.) Psychology as Minor,Introduction to Social Psychology,2023-2024,Semester II,II,https://qb.exam.du.ac.in/uploads/questions/1728558451.pdf,,UPC 2112201201 | DSC/Core | DSC-3 | MAY-JUNE-2024 | SET-2 | 90 marks
B.A (Prog.) Psychology as Minor,Introduction to Social Psychology,2023-2024,Semester II,II,https://qb.exam.du.ac.in/uploads/questions/1728558295.pdf,,UPC 2112201201 | DSC/Core | DSC-3 | MAY-JUNE-2024 | SET-1 | 90 marks
B.A (Prog.) Psychology as Minor,Introduction to Social Psychology,2023-2024,Semester II,II,https://qb.exam.du.ac.in/uploads/questions/1728447364.pdf,,UPC 2112201201 | DSC/Core | DSC-3 | MAY-JUNE-2024 | SET-2 | 90 marks
B.A (Prog.) Psychology as Minor,Introduction to Social Psychology,2023-2024,Semester II,II,https://qb.exam.du.ac.in/uploads/questions/1728361347.pdf,,UPC 2112201201 | DSC/Core | DSC-3 | MAY-JUNE-2024 | SET-1 | 90 marks
B.A (Prog.) Psychology as Minor,Understanding Mental Disorders,2025-2026,Semester III,III,https://qb.exam.du.ac.in/uploads/questions/1773418994.pdf,,UPC 2112202301 | DSC/Core | DSC-5 | NOV-DEC-2025 | SET-1 | 90 marks
B.A (Prog.) Psychology as Minor,Understanding Mental Disorders,2024-2025,Semester III,III,https://qb.exam.du.ac.in/uploads/questions/1742223448.pdf,,UPC 2112202301 | DSC/Core | DSC-5 | NOV-DEC-2024 | SET-1 | 90 marks
B.A (Prog.) Psychology as Minor,Foundations of Developmental Psychology,2025-2026,Semester III/V,III/V,https://qb.exam.du.ac.in/uploads/questions/1784270903.pdf,,UPC 2114000016 | GE | GE-12 | MAY-JUNE-2026 | SET-1 | 90 marks
B.A (Prog.) Psychology as Minor,Foundations of Developmental Psychology,2025-2026,Semester III/V,III/V,https://qb.exam.du.ac.in/uploads/questions/1774854980.pdf,,UPC 2114000016 | GE | GE-12 | NOV-DEC-2025 | SET-1 | 90 marks
