course,subject,yearrange,semestergroup,semester,fileurl,filename,note
B.Com. (Hons.),Organisational Behaviour,2026,Semester 3,3,https://drive.google.com/file/d/1rPqJgJfxtwWIq3urmbe3muW-AADU1jjy/view,b-com-hons_collection-2026_semiii_dse_organisational-behaviour_upc2413082001_qp7370_p065-068.pdf,UPC: 2413082001 | QP: 7370 | Type: DSE | Printed: B.Com. (H) NEP
B.Com. (Hons.),Principles of Marketing,2026,Semester 3,3,https://drive.google.com/file/d/1GHDYsPNFpzLUyXCq1NF0UFTpHP5ZcCkE/view,b-com-hons_collection-2026_semiii_dsc_principles-of-marketing_upc2412082303_qp7368_p057-064.pdf,UPC: 2412082303 | QP: 7368 | Type: DSC | Printed: B.Com. (H) - DSC
B.Com. (Hons.),Business Mathematics,2022-2023,Semester 4,4,https://drive.google.com/file/d/1d5yfkaMRNGbNZflcDZtaEZE59zfsMN-j/view,06_2022_Sem-IV_DSC-Core_Business_Mathematics_UPC-22411402_QP-671.pdf,UPC: 22411402 | QP: 671 | Type: DSC-Core
B.Com. (Hons.),Business Mathematics,2023-2024,Semester 4,4,https://drive.google.com/file/d/1QVxvbATprU1NxGg3xAIPbJjrGmtHiwlK/view,16_2023_Sem-IV_DSC-Core_Business_Mathematics_UPC-22411402_QP-4046.pdf,UPC: 22411402 | QP: 4046 | Type: DSC-Core
B.Com. (Hons.),Business Mathematics,2024-2025,Semester 4,4,https://drive.google.com/file/d/1ZgMxZFMCvaWIQ0WrF9IK3Qx10N2_wSHg/view,37_2024_Sem-IV_DSC-Core_Business_Mathematics_UPC-22411402_QP-516.pdf,UPC: 22411402 | QP: 516 | Type: DSC-Core
B.Com. (Hons.),Business Statistics,2024-2025,Semester 4,4,https://drive.google.com/file/d/1A1-acapypygzyjpeCIRih0sCTFszcwLw/view,42_2024_Sem-IV_DSC_Business_Statistics_UPC-2412082401_QP-3862.pdf,UPC: 2412082401 | QP: 3862 | Type: DSC
B.Com. (Hons.),Business Statistics,2025,Semester 4,4,https://drive.google.com/file/d/1Hyr2-E_nukbNtTteiqw6h0lwPfpmwXaS/view,b-com-hons_collection-2025_semiv_dsc_business-statistics_upc2412082401_qp3683_p017-048.pdf,UPC: 2412082401 | QP: 3683 | Type: DSC | Printed: B.Com. (H)
B.Com. (Hons.),Cost Accounting,2025,Semester 4,4,https://drive.google.com/file/d/1h-FQjNcugTvkahWCllHqLs6QocYq1Bof/view,b-com-hons_collection-2025_semiv_dsc_cost-accounting_upc2412082402_qp3686_p049-072.pdf,UPC: 2412082402 | QP: 3686 | Type: DSC | Printed: B.Com. (H.) UGCF
B.Com. (Hons.),International Business,2025,Semester 4,4,https://drive.google.com/file/d/1VzpkO4yIBeqGo9x7_6nv4Cppwry-oZFQ/view,b-com-hons_collection-2025_semiv_dsc_international-business_upc2412082403_qp3695_p073-076.pdf,UPC: 2412082403 | QP: 3695 | Type: DSC | Printed: DSC (B.Com. (H) UGCF) | Source contains 4 PDF pages although cover states 8 printed pages. | Incomplete in source (4/8 pages)
B.Com. (Hons.),Investment Management,2025,Semester 4,4,https://drive.google.com/file/d/1eOV3Vy2aKiPgwYLFRr5Gm13yJDrEux00/view,b-com-hons_collection-2025_semiv_dse_investment-management_upc2413082006_qp3697_p077-084.pdf,UPC: 2413082006 | QP: 3697 | Type: DSE | Printed: B.Com. (H) UGCF
B.Com. (Hons.),Project Management and Techniques,2023-2024,Semester 4,4,https://drive.google.com/file/d/1XKggMmE0UkI2Y0L6Lj7B2IQf9QhdMs9y/view,17_2023_Sem-IV_GE_Project_Management_and_Techniques_UPC-22415404_QP-4083.pdf,UPC: 22415404 | QP: 4083 | Type: GE
B.Com. (Hons.),not stated E-Commerce,2024-2025,Semester 4,4,https://drive.google.com/file/d/1eeyHEKxwdzAtJlULyaozv7qti1VGw820/view,29_2024_Sem-IV_Type_not_stated_E-Commerce_UPC-62413424_QP-1914.pdf,UPC: 62413424 | QP: 1914
B.Com. (Hons.),not stated Investment Management,2024-2025,Semester 4,4,https://drive.google.com/file/d/1AtWmTTtRv0cpQLfUBP6IcfE8jXL1A701/view,44_2024_Sem-IV_Type_not_stated_Investment_Management_UPC-2413082006_QP-3868_INCOMPLETE.pdf,UPC: 2413082006 | QP: 3868 | Type: ge | Incomplete paper in source
B.Com. (Hons.),Business Economics,2026,Semester 5,5,https://drive.google.com/file/d/1sWqJCaPoUrQHpviNO2JYueMe5mQkMP5k/view,b-com-hons_collection-2026_semv_dsc_business-economics_upc2412083502_qp7356_p105-112.pdf,UPC: 2412083502 | QP: 7356 | Type: DSC | Printed: B.Com. (Hons.) - DSC
B.Com. (Hons.),Income Tax Law and Practice,2026,Semester 5,5,https://drive.google.com/file/d/1v17OjgBpPCyY96im6pSsP2Asf9FqYs9-/view,b-com-hons_collection-2026_semv_dsc_income-tax-law-and-practice_upc2412083501_qp7351_p089-104.pdf,UPC: 2412083501 | QP: 7351 | Type: DSC | Printed: B.Com. (H) | Source contains 16 PDF pages although cover states 24 printed pages. | Incomplete in source (16/24 pages)
B.Com. (Hons.),Management Accounting,2026,Semester 5,5,https://drive.google.com/file/d/1anYhR1mFMsMbNJ8sR68TaSf4K_TpQasm/view,b-com-hons_collection-2026_semv_dsc_management-accounting_upc2412083503_qp7359_p125-140.pdf,UPC: 2412083503 | QP: 7359 | Type: DSC | Printed: B.Com. (H) - DSC
B.Com. (Hons.),Advertising,2025,Semester 6,6,https://drive.google.com/file/d/1XOn0mcihJuM73NZez_11KYPKcj2Tj4zD/view,b-com-hons_collection-2025_semvi_dse_advertising_upc2413080023_qp3656_p085-088.pdf,UPC: 2413080023 | QP: 3656 | Type: DSE | Printed: B.Com. (H.) UGCF | Alternate Advertising paper; same UPC as QP 3689.
B.Com. (Hons.),Advertising,2025,Semester 6,6,https://drive.google.com/file/d/1JlX0jM1AXniDLxmIxfwjeRdXJI-OyVoJ/view,b-com-hons_collection-2025_semvi_dse_advertising_upc2413080023_qp3689_p129-132.pdf,UPC: 2413080023 | QP: 3689 | Type: DSE | Printed: B.Com. (H.) UGCF | Alternate Advertising paper; same UPC as QP 3656.
B.Com. (Hons.),Auditing and Corporate Governance,2022-2023,Semester 6,6,https://drive.google.com/file/d/1S-RCGa2IF0qarTnCtuDjvq6Gw9WDDs1Y/view,10_2022_Sem-VI_DSC-Core_Auditing_and_Corporate_Governance_UPC-22411601_QP-664.pdf,UPC: 22411601 | QP: 664 | Type: DSC-Core
B.Com. (Hons.),Auditing and Corporate Governance,2023-2024,Semester 6,6,https://drive.google.com/file/d/18WMm97vHy-sht_wfouEr03kSqj3b216n/view,14_2023_Sem-VI_DSC-Core_Auditing_and_Corporate_Governance_UPC-22411601_QP-4034.pdf,UPC: 22411601 | QP: 4034 | Type: DSC-Core
B.Com. (Hons.),Business Analytics,2025,Semester 6,6,https://drive.google.com/file/d/1PImWGOiIXRPm70ntMDz6gyGnQd4UmQO7/view,b-com-hons_collection-2025_semvi_dsc_business-analytics_upc2412083601_qp3682_p089-096.pdf,UPC: 2412083601 | QP: 3682 | Type: DSC | Printed: B.Com. (H)
B.Com. (Hons.),Business Research Methodology,2025,Semester 6,6,https://drive.google.com/file/d/1zoj4g-zB1NvjX5rKvzwY0mqJi4GBueGM/view,b-com-hons_collection-2025_semvi_dse_business-research-methodology_upc2413080026_qp3692_p133-136.pdf,UPC: 2413080026 | QP: 3692 | Type: DSE | Printed: B.Com. (H)
B.Com. (Hons.),Consumer Affairs and Customer Care,2022-2023,Semester 6,6,https://drive.google.com/file/d/1G62cPPDqWH_Qx6Aw53KcGZDbm6mhEtKN/view,11_2022_Sem-VI_DSE_Consumer_Affairs_and_Customer_Care_UPC-22417602_QP-4010.pdf,UPC: 22417602 | QP: 4010 | Type: DSE
B.Com. (Hons.),Corporate Governance,2025,Semester 6,6,https://drive.google.com/file/d/1Cfw818f9V0JDvrhj6cg8-4IvoORIx9UK/view,b-com-hons_collection-2025_semvi_dsc_corporate-governance_upc2412083602_qp3684_p097-104.pdf,UPC: 2412083602 | QP: 3684 | Type: DSC | Printed: B.Com. (Hons.)
B.Com. (Hons.),Goods and Service Tax GST and Custom Law,2023-2024,Semester 6,6,https://drive.google.com/file/d/1jZ8HYMlTFA2erPZbtCUlxonOYYeRV0PU/view,18_2023_Sem-VI_DSC-Core_Goods_and_Service_Tax_GST_and_Custom_Law_UPC-22411602_QP-4026.pdf,UPC: 22411602 | QP: 4026 | Type: DSC-Core
B.Com. (Hons.),Goods and Service Tax and Customs Law,2022-2023,Semester 6,6,https://drive.google.com/file/d/18j56e2jVJvzpjSROkQxiUIpF-PfGZquu/view,08_2022_Sem-VI_DSC-Core_Goods_and_Service_Tax_and_Customs_Law_UPC-22411602_QP-651.pdf,UPC: 22411602 | QP: 651 | Type: DSC-Core
B.Com. (Hons.),Goods and Services Tax and Customs Law,2025,Semester 6,6,https://drive.google.com/file/d/1AGOMR06CvK49rG0a--0mBKHYEyxjP14K/view,b-com-hons_collection-2025_semvi_dsc_goods-and-services-tax-and-customs-law_upc2412083603_qp3685_p105-128.pdf,UPC: 2412083603 | QP: 3685 | Type: DSC | Printed: B.Com. (H) UGCF
B.Com. (Hons.),International Business,2023-2024,Semester 6,6,https://drive.google.com/file/d/18csB9PNGX99dEoVoTcTfK-_HCDxUGzbp/view,20_2023_Sem-VI_DSE_International_Business_UPC-22417604_QP-4045.pdf,UPC: 22417604 | QP: 4045 | Type: DSE
B.Com. (Hons.),International Business,2024-2025,Semester 6,6,https://drive.google.com/file/d/1BEke_nXiPBSVZ_CJjtrlkZcYyDgL28Gu/view,38_2024_Sem-VI_DSE_International_Business_UPC-22417604_QP-521.pdf,UPC: 22417604 | QP: 521 | Type: DSE
B.Com. (Hons.),not stated Advertising Personal Selling and Salesmanship,2024-2025,Semester 6,6,https://drive.google.com/file/d/1Z-tL0hXR6E9lYbWv1TlAcYby4ar-8Qqw/view,30_2024_Sem-VI_Type_not_stated_Advertising_Personal_Selling_and_Salesmanship_UPC-52413613_QP-555.pdf,UPC: 52413613 | QP: 555
B.Com. (Hons.),not stated Business Management,2024-2025,Semester 6,6,https://drive.google.com/file/d/1rkn3kDcQAC-o6bKz66GZM4s-88tVhfpa/view,32_2024_Sem-VI_Type_not_stated_Business_Management_UPC-62415602_QP-2003.pdf,UPC: 62415602 | QP: 2003 | Type: ge
B.Com. (Hons.),not stated Personal Selling and Salesmanship,2024-2025,Semester 6,6,https://drive.google.com/file/d/1cqHvTrteRuQ-haABhCA9oiml6Rp-Ui5o/view,31_2024_Sem-VI_Type_not_stated_Personal_Selling_and_Salesmanship_UPC-62413635_QP-1820.pdf,UPC: 62413635 | QP: 1820
B.Com. (Hons.),Banking and Insurance,2026,Semester 7,7,https://drive.google.com/file/d/1GmBYogn6j3AXx7i1yYuSSm-SV2W02xfM/view,b-com-hons_collection-2026_semvii_dsc_banking-and-insurance_upc2412084702_qp7355_p121-124.pdf,UPC: 2412084702 | QP: 7355 | Type: DSC | Printed: B.Com. (H)
B.Com. (Hons.),Business Research Methodology,2026,Semester 7,7,https://drive.google.com/file/d/1TFFQygCsAUkJTGYm6kqIjGXSzTTuo9Jp/view,b-com-hons_collection-2026_semvii_dse_business-research-methodology_upc2413080026_qp10622_p151-156.pdf,UPC: 2413080026 | QP: 10622 | Type: DSE | Printed: B.Com. (H)
B.Com. (Hons.),Decoding Union Budgets,2026,Semester 7,7,https://drive.google.com/file/d/13yGfw8xf_ImQblOWi7Zs5S5VU8exMqBf/view,b-com-hons_collection-2026_semvii_sbc_decoding-union-budgets_upc241167740006_qp11217_p157-157.pdf,UPC: 241167740006 | QP: 11217 | Type: SBC | Printed: B.Com. (H) UGCF | Single-page question paper present in the source; printed-page count is not stated on the page.
B.Com. (Hons.),"Hedging Financial Products: Futures, Options and Swaps",2026,Semester 7,7,https://drive.google.com/file/d/11JwytirJfITRT5k9lME-aDl9DV96WqJm/view,b-com-hons_collection-2026_semvii_dse_hedging-financial-products-futures-options-and-swaps_upc2413080018_qp4618a_p113-120.pdf,UPC: 2413080018 | QP: 4618A | Type: DSE | Printed: B.Com. (H) - DSE
B.Com. (Hons.),Marketing Research,2026,Semester 7,7,https://drive.google.com/file/d/1hyiB_cd6PEb-ZnANYFZ5AfsG4Oy_mVW6/view,b-com-hons_collection-2026_semvii_dse_marketing-research_upc2413080023_qp10558_p143-144.pdf,UPC: 2413080023 | QP: 10558 | Type: DSE | Printed: B.Com. (Hons.) Examination - 2025 | UPC 2413080023 also appears on Advertising papers in another source; preserve as printed and review official UPC mapping.
B.Com. (Hons.),Performance Management,2026,Semester 7,7,https://drive.google.com/file/d/11Jcsm3LLHKE8uAxpZMg8HLZtoNhsVuP1/view,b-com-hons_collection-2026_semvii_dse_performance-management_upc2413090016_qp8660_p141-142.pdf,UPC: 2413090016 | QP: 8660 | Type: DSE | Printed: B.Com. (Hons.) | Two-page alternate set; same UPC as QP 10559.
B.Com. (Hons.),Performance Management,2026,Semester 7,7,https://drive.google.com/file/d/1lEBs6ldOucijAB9sIgSGhTAi3or8XCwW/view,b-com-hons_collection-2026_semvii_dse_performance-management_upc2413090016_qp10559_p145-150.pdf,UPC: 2413090016 | QP: 10559 | Type: DSE | Printed: B.Com. (Hons.) | Six-page alternate set; same UPC as QP 8660.
